sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
0,0.000 000 000,"Idle","Start","",0,0x0000000000000000,0x0000000000000000,0x0000000000000000,10,10,3,0A 82 03 
1,0.000 006 660,"Idle","Init","Cycle Freq.: 100000000, CPU Freq.: 100000000, ID Base: 0x10000000, ID Shift: 0",666,0x0000000000000000,0x0000000000000000,0x0000000000000000,24,13,18,18 0E 80 C2 D7 2F 80 C2 D7 2F 80 80 80 80 01 00 9A 05 
2,0.000 029 490,"Idle","System Description","N=FreeRTOS 01_task Application,D=Cortex-M4 STM32F411 DISCO,O=FreeRTOS",2949,0x0000000000000000,0x0000000000000000,0x0000000000000000,14,31,73,0E 45 4E 3D 46 72 65 65 52 54 4F 53 20 30 31 5F 74 61 73 6B 20 41 70 70 6C 69 63 61 74 69 6F 6E 2C 44 3D 43 6F 72 74 65 78 2D 4D 34 20 53 54 4D 33 32 46 34 31 31 20 44 49 53 43 4F 2C 4F 3D 46 72 65 65 52 54 4F 53 EB 11 
3,0.000 039 730,"Idle","System Description","I#15=SysTick",3973,0x0000000000000000,0x0000000000000000,0x0000000000000000,14,104,16,0E 0C 49 23 31 35 3D 53 79 73 54 69 63 6B 80 08 
4,0.000 046 310,"Idle","System Time (us)","0 us",4631,0x0000000000000000,0x0000000000000000,0x0000000000000000,13,120,5,0D 00 00 92 05 
5,0.000 051 370,"Idle","Num Modules","Registered Modules: 0",5137,0x0000000000000000,0x0000000000000000,0x0000000000000000,27,125,5,1B 01 00 FA 03 
6,0.000 146 020,"Idle","Task Create","led_green (0x10000480)",14602,0x0000000000000000,0x0000000000000000,0x0000000000000000,8,130,8,08 80 89 80 80 01 F9 49 
7,0.000 158 010,"Idle","Task Info","led_green (0x10000480): Priority=2",15801,0x0000000000000000,0x0000000000000000,0x0000000000000000,9,138,19,09 80 89 80 80 01 02 09 6C 65 64 5F 67 72 65 65 6E AF 09 
8,0.000 164 430,"Idle","Stack Info","led_green (0x10000480): 724 @ 0x20000150",16443,0x0000000000000000,0x0000000000000000,0x0000000000000000,21,157,16,15 80 89 80 80 01 D0 82 80 80 02 D4 05 00 82 05 
9,0.000 169 760,"Idle","Task Ready","led_green, runs after 458.220 us",16976,0x0000000000000000,0x0000000000000000,0x0000000000000000,6,173,8,06 80 89 80 80 01 95 04 
10,0.000 257 390,"Idle","Task Create","led_orang (0x10000818)",25739,0x0000000000000000,0x0000000000000000,0x0000000000000000,8,181,8,08 98 90 80 80 01 BB 44 
11,0.000 269 340,"Idle","Task Info","led_orang (0x10000818): Priority=2",26934,0x0000000000000000,0x0000000000000000,0x0000000000000000,9,189,19,09 98 90 80 80 01 02 09 6C 65 64 5F 6F 72 61 6E 67 AB 09 
12,0.000 275 750,"Idle","Stack Info","led_orang (0x10000818): 724 @ 0x200004E8",27575,0x0000000000000000,0x0000000000000000,0x0000000000000000,21,208,16,15 98 90 80 80 01 E8 89 80 80 02 D4 05 00 81 05 
13,0.000 281 080,"Idle","Task Ready","led_orang, runs after 391.490 us",28108,0x0000000000000000,0x0000000000000000,0x0000000000000000,6,224,8,06 98 90 80 80 01 95 04 
14,0.000 367 890,"Idle","Task Create","led_red (0x10000BB0)",36789,0x0000000000000000,0x0000000000000000,0x0000000000000000,8,232,8,08 B0 97 80 80 01 E9 43 
15,0.000 379 360,"Idle","Task Info","led_red (0x10000BB0): Priority=2",37936,0x0000000000000000,0x0000000000000000,0x0000000000000000,9,240,17,09 B0 97 80 80 01 02 07 6C 65 64 5F 72 65 64 FB 08 
16,0.000 385 690,"Idle","Stack Info","led_red (0x10000BB0): 724 @ 0x20000880",38569,0x0000000000000000,0x0000000000000000,0x0000000000000000,21,257,16,15 B0 97 80 80 01 80 91 80 80 02 D4 05 00 F9 04 
17,0.000 391 020,"Idle","Task Ready","led_red, runs after 332.310 us",39102,0x0000000000000000,0x0000000000000000,0x0000000000000000,6,273,8,06 B0 97 80 80 01 95 04 
18,0.000 478 170,"Idle","Task Create","led_blue (0x10000F48)",47817,0x0000000000000000,0x0000000000000000,0x0000000000000000,8,281,8,08 C8 9E 80 80 01 8B 44 
19,0.000 489 880,"Idle","Task Info","led_blue (0x10000F48): Priority=2",48988,0x0000000000000000,0x0000000000000000,0x0000000000000000,9,289,18,09 C8 9E 80 80 01 02 08 6C 65 64 5F 62 6C 75 65 93 09 
20,0.000 496 230,"Idle","Stack Info","led_blue (0x10000F48): 724 @ 0x20000C18",49623,0x0000000000000000,0x0000000000000000,0x0000000000000000,21,307,16,15 C8 9E 80 80 01 98 98 80 80 02 D4 05 00 FB 04 
21,0.000 501 560,"Idle","Task Ready","led_blue, runs after 80.170 us",50156,0x0000000000000000,0x0000000000000000,0x0000000000000000,6,323,8,06 C8 9E 80 80 01 95 04 
22,0.000 567 900,"Idle","Task Create","Task 0x100011C8 (0x100011C8)",56790,0x0000000000000000,0x0000000000000000,0x0000000000000000,8,331,8,08 C8 A3 80 80 01 EA 33 
23,0.000 574 570,"Idle","Task Ready","Task 0x100011C8",57457,0x0000000000000000,0x0000000000000000,0x0000000000000000,6,339,8,06 C8 A3 80 80 01 9B 05 
24,0.000 581 730,"led_blue","Task Run","Runs for 46.250 us",58173,0x0000000000000000,0x0000000810000F48,0x0000000810000F48,4,347,8,04 C8 9E 80 80 01 CC 05 
25,0.000 609 100,"led_blue","Log","Toggling blue LED",60910,0x0000000810000F48,0x0000000810000F48,0x0000000810000F48,26,355,24,1A 14 11 54 6F 67 67 6C 69 6E 67 20 62 6C 75 65 20 4C 45 44 00 00 B1 15 
26,0.000 616 970,"led_blue","vTaskDelay","xTicksToDelay=125",61697,0x0000000810000F48,0x0000000810000F48,0x0000000810000F48,35,379,5,23 01 7D 93 06 
27,0.000 627 980,"led_green","Task Run","Runs for 44.590 us",62798,0x0000000810000F48,0x0000000810000480,0x0000000810000480,4,384,8,04 80 89 80 80 01 CD 08 
28,0.000 651 460,"led_green","Log","Toggling green LED",65146,0x0000000810000480,0x0000000810000480,0x0000000810000480,26,392,25,1A 15 12 54 6F 67 67 6C 69 6E 67 20 67 72 65 65 6E 20 4C 45 44 00 00 AC 12 
29,0.000 661 060,"led_green","vTaskDelay","xTicksToDelay=1000",66106,0x0000000810000480,0x0000000810000480,0x0000000810000480,35,417,6,23 02 E8 07 C0 07 
30,0.000 672 570,"led_orang","Task Run","Runs for 50.760 us",67257,0x0000000810000480,0x0000000810000818,0x0000000810000818,4,423,8,04 98 90 80 80 01 FF 08 
31,0.000 698 680,"led_orang","Log","Toggling orange LED",69868,0x0000000810000818,0x0000000810000818,0x0000000810000818,26,431,26,1A 16 13 54 6F 67 67 6C 69 6E 67 20 6F 72 61 6E 67 65 20 4C 45 44 00 00 B3 14 
32,0.000 708 540,"led_orang","vTaskDelay","xTicksToDelay=500",70854,0x0000000810000818,0x0000000810000818,0x0000000810000818,35,457,6,23 02 F4 03 DA 07 
33,0.000 723 330,"led_red","Task Run","Runs for 43.580 us",72333,0x0000000810000818,0x0000000810000BB0,0x0000000810000BB0,4,463,8,04 B0 97 80 80 01 C7 0B 
34,0.000 743 640,"led_red","Log","Toggling red LED",74364,0x0000000810000BB0,0x0000000810000BB0,0x0000000810000BB0,26,471,23,1A 13 10 54 6F 67 67 6C 69 6E 67 20 72 65 64 20 4C 45 44 00 00 EF 0F 
35,0.000 753 270,"led_red","vTaskDelay","xTicksToDelay=250",75327,0x0000000810000BB0,0x0000000810000BB0,0x0000000810000BB0,35,494,6,23 02 FA 01 C3 07 
36,0.000 766 910,"Idle","System Idle","Idle for 124.833 ms",76691,0x0000000810000BB0,0x0000001000000000,0x0000001000000000,17,500,3,11 D4 0A 
37,0.001 588 680,"SysTick","ISR Enter","Runs for 4.920 us",158868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,503,5,02 0F 81 82 05 
38,0.001 593 600,"SysTick","ISR Exit","Returns to Idle",159360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,508,3,03 EC 03 
39,0.002 591 180,"SysTick","ISR Enter","Runs for 4.920 us",259118,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,511,5,02 0F AE 8B 06 
40,0.002 596 100,"SysTick","ISR Exit","Returns to Idle",259610,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,516,3,03 EC 03 
41,0.003 589 580,"SysTick","ISR Enter","Runs for 4.920 us",358958,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,519,5,02 0F 94 88 06 
42,0.003 594 500,"SysTick","ISR Exit","Returns to Idle",359450,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,524,3,03 EC 03 
43,0.004 588 680,"SysTick","ISR Enter","Runs for 4.920 us",458868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,527,5,02 0F DA 88 06 
44,0.004 593 600,"SysTick","ISR Exit","Returns to Idle",459360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,532,3,03 EC 03 
45,0.005 588 680,"SysTick","ISR Enter","Runs for 4.920 us",558868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,535,5,02 0F B4 89 06 
46,0.005 593 600,"SysTick","ISR Exit","Returns to Idle",559360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,540,3,03 EC 03 
47,0.006 588 680,"SysTick","ISR Enter","Runs for 4.920 us",658868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,543,5,02 0F B4 89 06 
48,0.006 593 600,"SysTick","ISR Exit","Returns to Idle",659360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,548,3,03 EC 03 
49,0.007 588 680,"SysTick","ISR Enter","Runs for 4.920 us",758868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,551,5,02 0F B4 89 06 
50,0.007 593 600,"SysTick","ISR Exit","Returns to Idle",759360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,556,3,03 EC 03 
51,0.008 588 680,"SysTick","ISR Enter","Runs for 4.920 us",858868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,559,5,02 0F B4 89 06 
52,0.008 593 600,"SysTick","ISR Exit","Returns to Idle",859360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,564,3,03 EC 03 
53,0.009 588 680,"SysTick","ISR Enter","Runs for 4.920 us",958868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,567,5,02 0F B4 89 06 
54,0.009 593 600,"SysTick","ISR Exit","Returns to Idle",959360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,572,3,03 EC 03 
55,0.010 588 680,"SysTick","ISR Enter","Runs for 4.920 us",1058868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,575,5,02 0F B4 89 06 
56,0.010 593 600,"SysTick","ISR Exit","Returns to Idle",1059360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,580,3,03 EC 03 
57,0.011 588 680,"SysTick","ISR Enter","Runs for 4.920 us",1158868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,583,5,02 0F B4 89 06 
58,0.011 593 600,"SysTick","ISR Exit","Returns to Idle",1159360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,588,3,03 EC 03 
59,0.012 588 680,"SysTick","ISR Enter","Runs for 4.920 us",1258868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,591,5,02 0F B4 89 06 
60,0.012 593 600,"SysTick","ISR Exit","Returns to Idle",1259360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,596,3,03 EC 03 
61,0.013 588 680,"SysTick","ISR Enter","Runs for 4.920 us",1358868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,599,5,02 0F B4 89 06 
62,0.013 593 600,"SysTick","ISR Exit","Returns to Idle",1359360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,604,3,03 EC 03 
63,0.014 588 680,"SysTick","ISR Enter","Runs for 4.920 us",1458868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,607,5,02 0F B4 89 06 
64,0.014 593 600,"SysTick","ISR Exit","Returns to Idle",1459360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,612,3,03 EC 03 
65,0.015 588 680,"SysTick","ISR Enter","Runs for 4.920 us",1558868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,615,5,02 0F B4 89 06 
66,0.015 593 600,"SysTick","ISR Exit","Returns to Idle",1559360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,620,3,03 EC 03 
67,0.016 588 680,"SysTick","ISR Enter","Runs for 4.920 us",1658868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,623,5,02 0F B4 89 06 
68,0.016 593 600,"SysTick","ISR Exit","Returns to Idle",1659360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,628,3,03 EC 03 
69,0.017 588 680,"SysTick","ISR Enter","Runs for 4.920 us",1758868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,631,5,02 0F B4 89 06 
70,0.017 593 600,"SysTick","ISR Exit","Returns to Idle",1759360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,636,3,03 EC 03 
71,0.018 588 680,"SysTick","ISR Enter","Runs for 4.920 us",1858868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,639,5,02 0F B4 89 06 
72,0.018 593 600,"SysTick","ISR Exit","Returns to Idle",1859360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,644,3,03 EC 03 
73,0.019 588 680,"SysTick","ISR Enter","Runs for 4.920 us",1958868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,647,5,02 0F B4 89 06 
74,0.019 593 600,"SysTick","ISR Exit","Returns to Idle",1959360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,652,3,03 EC 03 
75,0.020 588 680,"SysTick","ISR Enter","Runs for 4.920 us",2058868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,655,5,02 0F B4 89 06 
76,0.020 593 600,"SysTick","ISR Exit","Returns to Idle",2059360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,660,3,03 EC 03 
77,0.021 588 680,"SysTick","ISR Enter","Runs for 4.920 us",2158868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,663,5,02 0F B4 89 06 
78,0.021 593 600,"SysTick","ISR Exit","Returns to Idle",2159360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,668,3,03 EC 03 
79,0.022 588 680,"SysTick","ISR Enter","Runs for 4.920 us",2258868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,671,5,02 0F B4 89 06 
80,0.022 593 600,"SysTick","ISR Exit","Returns to Idle",2259360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,676,3,03 EC 03 
81,0.023 588 680,"SysTick","ISR Enter","Runs for 4.920 us",2358868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,679,5,02 0F B4 89 06 
82,0.023 593 600,"SysTick","ISR Exit","Returns to Idle",2359360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,684,3,03 EC 03 
83,0.024 588 680,"SysTick","ISR Enter","Runs for 4.920 us",2458868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,687,5,02 0F B4 89 06 
84,0.024 593 600,"SysTick","ISR Exit","Returns to Idle",2459360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,692,3,03 EC 03 
85,0.025 588 680,"SysTick","ISR Enter","Runs for 4.920 us",2558868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,695,5,02 0F B4 89 06 
86,0.025 593 600,"SysTick","ISR Exit","Returns to Idle",2559360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,700,3,03 EC 03 
87,0.026 588 680,"SysTick","ISR Enter","Runs for 4.920 us",2658868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,703,5,02 0F B4 89 06 
88,0.026 593 600,"SysTick","ISR Exit","Returns to Idle",2659360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,708,3,03 EC 03 
89,0.027 588 680,"SysTick","ISR Enter","Runs for 4.920 us",2758868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,711,5,02 0F B4 89 06 
90,0.027 593 600,"SysTick","ISR Exit","Returns to Idle",2759360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,716,3,03 EC 03 
91,0.028 588 680,"SysTick","ISR Enter","Runs for 4.920 us",2858868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,719,5,02 0F B4 89 06 
92,0.028 593 600,"SysTick","ISR Exit","Returns to Idle",2859360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,724,3,03 EC 03 
93,0.029 588 680,"SysTick","ISR Enter","Runs for 4.920 us",2958868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,727,5,02 0F B4 89 06 
94,0.029 593 600,"SysTick","ISR Exit","Returns to Idle",2959360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,732,3,03 EC 03 
95,0.030 588 680,"SysTick","ISR Enter","Runs for 4.920 us",3058868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,735,5,02 0F B4 89 06 
96,0.030 593 600,"SysTick","ISR Exit","Returns to Idle",3059360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,740,3,03 EC 03 
97,0.031 588 680,"SysTick","ISR Enter","Runs for 4.920 us",3158868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,743,5,02 0F B4 89 06 
98,0.031 593 600,"SysTick","ISR Exit","Returns to Idle",3159360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,748,3,03 EC 03 
99,0.032 588 680,"SysTick","ISR Enter","Runs for 4.920 us",3258868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,751,5,02 0F B4 89 06 
100,0.032 593 600,"SysTick","ISR Exit","Returns to Idle",3259360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,756,3,03 EC 03 
101,0.033 588 680,"SysTick","ISR Enter","Runs for 4.920 us",3358868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,759,5,02 0F B4 89 06 
102,0.033 593 600,"SysTick","ISR Exit","Returns to Idle",3359360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,764,3,03 EC 03 
103,0.034 588 680,"SysTick","ISR Enter","Runs for 4.920 us",3458868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,767,5,02 0F B4 89 06 
104,0.034 593 600,"SysTick","ISR Exit","Returns to Idle",3459360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,772,3,03 EC 03 
105,0.035 588 680,"SysTick","ISR Enter","Runs for 4.920 us",3558868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,775,5,02 0F B4 89 06 
106,0.035 593 600,"SysTick","ISR Exit","Returns to Idle",3559360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,780,3,03 EC 03 
107,0.036 588 680,"SysTick","ISR Enter","Runs for 4.920 us",3658868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,783,5,02 0F B4 89 06 
108,0.036 593 600,"SysTick","ISR Exit","Returns to Idle",3659360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,788,3,03 EC 03 
109,0.037 588 680,"SysTick","ISR Enter","Runs for 4.920 us",3758868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,791,5,02 0F B4 89 06 
110,0.037 593 600,"SysTick","ISR Exit","Returns to Idle",3759360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,796,3,03 EC 03 
111,0.038 588 680,"SysTick","ISR Enter","Runs for 4.920 us",3858868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,799,5,02 0F B4 89 06 
112,0.038 593 600,"SysTick","ISR Exit","Returns to Idle",3859360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,804,3,03 EC 03 
113,0.039 588 680,"SysTick","ISR Enter","Runs for 4.920 us",3958868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,807,5,02 0F B4 89 06 
114,0.039 593 600,"SysTick","ISR Exit","Returns to Idle",3959360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,812,3,03 EC 03 
115,0.040 588 680,"SysTick","ISR Enter","Runs for 4.920 us",4058868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,815,5,02 0F B4 89 06 
116,0.040 593 600,"SysTick","ISR Exit","Returns to Idle",4059360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,820,3,03 EC 03 
117,0.041 588 680,"SysTick","ISR Enter","Runs for 4.920 us",4158868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,823,5,02 0F B4 89 06 
118,0.041 593 600,"SysTick","ISR Exit","Returns to Idle",4159360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,828,3,03 EC 03 
119,0.042 588 680,"SysTick","ISR Enter","Runs for 4.920 us",4258868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,831,5,02 0F B4 89 06 
120,0.042 593 600,"SysTick","ISR Exit","Returns to Idle",4259360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,836,3,03 EC 03 
121,0.043 588 680,"SysTick","ISR Enter","Runs for 4.920 us",4358868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,839,5,02 0F B4 89 06 
122,0.043 593 600,"SysTick","ISR Exit","Returns to Idle",4359360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,844,3,03 EC 03 
123,0.044 588 680,"SysTick","ISR Enter","Runs for 4.920 us",4458868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,847,5,02 0F B4 89 06 
124,0.044 593 600,"SysTick","ISR Exit","Returns to Idle",4459360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,852,3,03 EC 03 
125,0.045 588 680,"SysTick","ISR Enter","Runs for 4.920 us",4558868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,855,5,02 0F B4 89 06 
126,0.045 593 600,"SysTick","ISR Exit","Returns to Idle",4559360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,860,3,03 EC 03 
127,0.046 588 680,"SysTick","ISR Enter","Runs for 4.920 us",4658868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,863,5,02 0F B4 89 06 
128,0.046 593 600,"SysTick","ISR Exit","Returns to Idle",4659360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,868,3,03 EC 03 
129,0.047 588 680,"SysTick","ISR Enter","Runs for 4.920 us",4758868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,871,5,02 0F B4 89 06 
130,0.047 593 600,"SysTick","ISR Exit","Returns to Idle",4759360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,876,3,03 EC 03 
131,0.048 588 680,"SysTick","ISR Enter","Runs for 4.920 us",4858868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,879,5,02 0F B4 89 06 
132,0.048 593 600,"SysTick","ISR Exit","Returns to Idle",4859360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,884,3,03 EC 03 
133,0.049 588 680,"SysTick","ISR Enter","Runs for 4.920 us",4958868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,887,5,02 0F B4 89 06 
134,0.049 593 600,"SysTick","ISR Exit","Returns to Idle",4959360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,892,3,03 EC 03 
135,0.050 588 680,"SysTick","ISR Enter","Runs for 4.920 us",5058868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,895,5,02 0F B4 89 06 
136,0.050 593 600,"SysTick","ISR Exit","Returns to Idle",5059360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,900,3,03 EC 03 
137,0.051 588 680,"SysTick","ISR Enter","Runs for 4.920 us",5158868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,903,5,02 0F B4 89 06 
138,0.051 593 600,"SysTick","ISR Exit","Returns to Idle",5159360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,908,3,03 EC 03 
139,0.052 588 680,"SysTick","ISR Enter","Runs for 4.920 us",5258868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,911,5,02 0F B4 89 06 
140,0.052 593 600,"SysTick","ISR Exit","Returns to Idle",5259360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,916,3,03 EC 03 
141,0.053 588 680,"SysTick","ISR Enter","Runs for 4.920 us",5358868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,919,5,02 0F B4 89 06 
142,0.053 593 600,"SysTick","ISR Exit","Returns to Idle",5359360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,924,3,03 EC 03 
143,0.054 588 680,"SysTick","ISR Enter","Runs for 4.920 us",5458868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,927,5,02 0F B4 89 06 
144,0.054 593 600,"SysTick","ISR Exit","Returns to Idle",5459360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,932,3,03 EC 03 
145,0.055 588 680,"SysTick","ISR Enter","Runs for 4.920 us",5558868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,935,5,02 0F B4 89 06 
146,0.055 593 600,"SysTick","ISR Exit","Returns to Idle",5559360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,940,3,03 EC 03 
147,0.056 588 680,"SysTick","ISR Enter","Runs for 4.920 us",5658868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,943,5,02 0F B4 89 06 
148,0.056 593 600,"SysTick","ISR Exit","Returns to Idle",5659360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,948,3,03 EC 03 
149,0.057 588 680,"SysTick","ISR Enter","Runs for 4.920 us",5758868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,951,5,02 0F B4 89 06 
150,0.057 593 600,"SysTick","ISR Exit","Returns to Idle",5759360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,956,3,03 EC 03 
151,0.058 588 680,"SysTick","ISR Enter","Runs for 4.920 us",5858868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,959,5,02 0F B4 89 06 
152,0.058 593 600,"SysTick","ISR Exit","Returns to Idle",5859360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,964,3,03 EC 03 
153,0.059 588 680,"SysTick","ISR Enter","Runs for 4.920 us",5958868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,967,5,02 0F B4 89 06 
154,0.059 593 600,"SysTick","ISR Exit","Returns to Idle",5959360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,972,3,03 EC 03 
155,0.060 588 680,"SysTick","ISR Enter","Runs for 4.920 us",6058868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,975,5,02 0F B4 89 06 
156,0.060 593 600,"SysTick","ISR Exit","Returns to Idle",6059360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,980,3,03 EC 03 
157,0.061 588 680,"SysTick","ISR Enter","Runs for 4.920 us",6158868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,983,5,02 0F B4 89 06 
158,0.061 593 600,"SysTick","ISR Exit","Returns to Idle",6159360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,988,3,03 EC 03 
159,0.062 588 680,"SysTick","ISR Enter","Runs for 4.920 us",6258868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,991,5,02 0F B4 89 06 
160,0.062 593 600,"SysTick","ISR Exit","Returns to Idle",6259360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,996,3,03 EC 03 
161,0.063 588 680,"SysTick","ISR Enter","Runs for 4.920 us",6358868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,999,5,02 0F B4 89 06 
162,0.063 593 600,"SysTick","ISR Exit","Returns to Idle",6359360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1004,3,03 EC 03 
163,0.064 588 680,"SysTick","ISR Enter","Runs for 4.920 us",6458868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1007,5,02 0F B4 89 06 
