sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
410,0.185 588 680,"SysTick","ISR Enter","Runs for 4.920 us",18558868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2023,5,02 0F B4 89 06 
411,0.185 593 600,"SysTick","ISR Exit","Returns to Idle",18559360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2028,3,03 EC 03 
412,0.186 588 680,"SysTick","ISR Enter","Runs for 4.920 us",18658868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2031,5,02 0F B4 89 06 
413,0.186 593 600,"SysTick","ISR Exit","Returns to Idle",18659360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2036,3,03 EC 03 
414,0.187 588 680,"SysTick","ISR Enter","Runs for 4.920 us",18758868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2039,5,02 0F B4 89 06 
415,0.187 593 600,"SysTick","ISR Exit","Returns to Idle",18759360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2044,3,03 EC 03 
416,0.188 588 680,"SysTick","ISR Enter","Runs for 4.920 us",18858868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2047,5,02 0F B4 89 06 
417,0.188 593 600,"SysTick","ISR Exit","Returns to Idle",18859360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2052,3,03 EC 03 
418,0.189 588 680,"SysTick","ISR Enter","Runs for 4.920 us",18958868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2055,5,02 0F B4 89 06 
419,0.189 593 600,"SysTick","ISR Exit","Returns to Idle",18959360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2060,3,03 EC 03 
420,0.190 588 680,"SysTick","ISR Enter","Runs for 4.920 us",19058868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2063,5,02 0F B4 89 06 
421,0.190 593 600,"SysTick","ISR Exit","Returns to Idle",19059360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2068,3,03 EC 03 
422,0.191 588 680,"SysTick","ISR Enter","Runs for 4.920 us",19158868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2071,5,02 0F B4 89 06 
423,0.191 593 600,"SysTick","ISR Exit","Returns to Idle",19159360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2076,3,03 EC 03 
424,0.192 588 680,"SysTick","ISR Enter","Runs for 4.920 us",19258868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2079,5,02 0F B4 89 06 
425,0.192 593 600,"SysTick","ISR Exit","Returns to Idle",19259360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2084,3,03 EC 03 
426,0.193 588 680,"SysTick","ISR Enter","Runs for 4.920 us",19358868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2087,5,02 0F B4 89 06 
427,0.193 593 600,"SysTick","ISR Exit","Returns to Idle",19359360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2092,3,03 EC 03 
428,0.194 588 680,"SysTick","ISR Enter","Runs for 4.920 us",19458868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2095,5,02 0F B4 89 06 
429,0.194 593 600,"SysTick","ISR Exit","Returns to Idle",19459360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2100,3,03 EC 03 
430,0.195 588 680,"SysTick","ISR Enter","Runs for 4.920 us",19558868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2103,5,02 0F B4 89 06 
431,0.195 593 600,"SysTick","ISR Exit","Returns to Idle",19559360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2108,3,03 EC 03 
432,0.196 588 680,"SysTick","ISR Enter","Runs for 4.920 us",19658868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2111,5,02 0F B4 89 06 
433,0.196 593 600,"SysTick","ISR Exit","Returns to Idle",19659360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2116,3,03 EC 03 
434,0.197 588 680,"SysTick","ISR Enter","Runs for 4.920 us",19758868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2119,5,02 0F B4 89 06 
435,0.197 593 600,"SysTick","ISR Exit","Returns to Idle",19759360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2124,3,03 EC 03 
436,0.198 588 680,"SysTick","ISR Enter","Runs for 4.920 us",19858868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2127,5,02 0F B4 89 06 
437,0.198 593 600,"SysTick","ISR Exit","Returns to Idle",19859360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2132,3,03 EC 03 
438,0.199 588 680,"SysTick","ISR Enter","Runs for 4.920 us",19958868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2135,5,02 0F B4 89 06 
439,0.199 593 600,"SysTick","ISR Exit","Returns to Idle",19959360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2140,3,03 EC 03 
440,0.200 588 680,"SysTick","ISR Enter","Runs for 4.920 us",20058868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2143,5,02 0F B4 89 06 
441,0.200 593 600,"SysTick","ISR Exit","Returns to Idle",20059360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2148,3,03 EC 03 
442,0.201 588 680,"SysTick","ISR Enter","Runs for 4.920 us",20158868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2151,5,02 0F B4 89 06 
443,0.201 593 600,"SysTick","ISR Exit","Returns to Idle",20159360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2156,3,03 EC 03 
444,0.202 588 680,"SysTick","ISR Enter","Runs for 4.920 us",20258868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2159,5,02 0F B4 89 06 
445,0.202 593 600,"SysTick","ISR Exit","Returns to Idle",20259360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2164,3,03 EC 03 
446,0.203 588 680,"SysTick","ISR Enter","Runs for 4.920 us",20358868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2167,5,02 0F B4 89 06 
447,0.203 593 600,"SysTick","ISR Exit","Returns to Idle",20359360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2172,3,03 EC 03 
448,0.204 588 680,"SysTick","ISR Enter","Runs for 4.920 us",20458868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2175,5,02 0F B4 89 06 
449,0.204 593 600,"SysTick","ISR Exit","Returns to Idle",20459360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2180,3,03 EC 03 
450,0.205 588 680,"SysTick","ISR Enter","Runs for 4.920 us",20558868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2183,5,02 0F B4 89 06 
451,0.205 593 600,"SysTick","ISR Exit","Returns to Idle",20559360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2188,3,03 EC 03 
452,0.206 588 680,"SysTick","ISR Enter","Runs for 4.920 us",20658868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2191,5,02 0F B4 89 06 
453,0.206 593 600,"SysTick","ISR Exit","Returns to Idle",20659360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2196,3,03 EC 03 
454,0.207 588 680,"SysTick","ISR Enter","Runs for 4.920 us",20758868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2199,5,02 0F B4 89 06 
455,0.207 593 600,"SysTick","ISR Exit","Returns to Idle",20759360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2204,3,03 EC 03 
456,0.208 588 680,"SysTick","ISR Enter","Runs for 4.920 us",20858868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2207,5,02 0F B4 89 06 
457,0.208 593 600,"SysTick","ISR Exit","Returns to Idle",20859360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2212,3,03 EC 03 
458,0.209 588 680,"SysTick","ISR Enter","Runs for 4.920 us",20958868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2215,5,02 0F B4 89 06 
459,0.209 593 600,"SysTick","ISR Exit","Returns to Idle",20959360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2220,3,03 EC 03 
460,0.210 588 680,"SysTick","ISR Enter","Runs for 4.920 us",21058868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2223,5,02 0F B4 89 06 
461,0.210 593 600,"SysTick","ISR Exit","Returns to Idle",21059360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2228,3,03 EC 03 
462,0.211 588 680,"SysTick","ISR Enter","Runs for 4.920 us",21158868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2231,5,02 0F B4 89 06 
463,0.211 593 600,"SysTick","ISR Exit","Returns to Idle",21159360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2236,3,03 EC 03 
464,0.212 588 680,"SysTick","ISR Enter","Runs for 4.920 us",21258868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2239,5,02 0F B4 89 06 
465,0.212 593 600,"SysTick","ISR Exit","Returns to Idle",21259360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2244,3,03 EC 03 
466,0.213 588 680,"SysTick","ISR Enter","Runs for 4.920 us",21358868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2247,5,02 0F B4 89 06 
467,0.213 593 600,"SysTick","ISR Exit","Returns to Idle",21359360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2252,3,03 EC 03 
468,0.214 588 680,"SysTick","ISR Enter","Runs for 4.920 us",21458868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2255,5,02 0F B4 89 06 
469,0.214 593 600,"SysTick","ISR Exit","Returns to Idle",21459360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2260,3,03 EC 03 
470,0.215 588 680,"SysTick","ISR Enter","Runs for 4.920 us",21558868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2263,5,02 0F B4 89 06 
471,0.215 593 600,"SysTick","ISR Exit","Returns to Idle",21559360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2268,3,03 EC 03 
472,0.216 588 680,"SysTick","ISR Enter","Runs for 4.920 us",21658868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2271,5,02 0F B4 89 06 
473,0.216 593 600,"SysTick","ISR Exit","Returns to Idle",21659360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2276,3,03 EC 03 
474,0.217 588 680,"SysTick","ISR Enter","Runs for 4.920 us",21758868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2279,5,02 0F B4 89 06 
475,0.217 593 600,"SysTick","ISR Exit","Returns to Idle",21759360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2284,3,03 EC 03 
476,0.218 588 680,"SysTick","ISR Enter","Runs for 4.920 us",21858868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2287,5,02 0F B4 89 06 
477,0.218 593 600,"SysTick","ISR Exit","Returns to Idle",21859360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2292,3,03 EC 03 
478,0.219 588 680,"SysTick","ISR Enter","Runs for 4.920 us",21958868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2295,5,02 0F B4 89 06 
479,0.219 593 600,"SysTick","ISR Exit","Returns to Idle",21959360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2300,3,03 EC 03 
480,0.220 588 680,"SysTick","ISR Enter","Runs for 4.920 us",22058868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2303,5,02 0F B4 89 06 
481,0.220 593 600,"SysTick","ISR Exit","Returns to Idle",22059360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2308,3,03 EC 03 
482,0.221 588 680,"SysTick","ISR Enter","Runs for 4.920 us",22158868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2311,5,02 0F B4 89 06 
483,0.221 593 600,"SysTick","ISR Exit","Returns to Idle",22159360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2316,3,03 EC 03 
484,0.222 588 680,"SysTick","ISR Enter","Runs for 4.920 us",22258868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2319,5,02 0F B4 89 06 
485,0.222 593 600,"SysTick","ISR Exit","Returns to Idle",22259360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2324,3,03 EC 03 
486,0.223 588 680,"SysTick","ISR Enter","Runs for 4.920 us",22358868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2327,5,02 0F B4 89 06 
487,0.223 593 600,"SysTick","ISR Exit","Returns to Idle",22359360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2332,3,03 EC 03 
488,0.224 588 680,"SysTick","ISR Enter","Runs for 4.920 us",22458868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2335,5,02 0F B4 89 06 
489,0.224 593 600,"SysTick","ISR Exit","Returns to Idle",22459360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2340,3,03 EC 03 
490,0.225 588 680,"SysTick","ISR Enter","Runs for 4.920 us",22558868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2343,5,02 0F B4 89 06 
491,0.225 593 600,"SysTick","ISR Exit","Returns to Idle",22559360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2348,3,03 EC 03 
492,0.226 588 680,"SysTick","ISR Enter","Runs for 4.920 us",22658868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2351,5,02 0F B4 89 06 
493,0.226 593 600,"SysTick","ISR Exit","Returns to Idle",22659360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2356,3,03 EC 03 
494,0.227 588 680,"SysTick","ISR Enter","Runs for 4.920 us",22758868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2359,5,02 0F B4 89 06 
495,0.227 593 600,"SysTick","ISR Exit","Returns to Idle",22759360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2364,3,03 EC 03 
496,0.228 588 680,"SysTick","ISR Enter","Runs for 4.920 us",22858868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2367,5,02 0F B4 89 06 
497,0.228 593 600,"SysTick","ISR Exit","Returns to Idle",22859360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2372,3,03 EC 03 
498,0.229 588 680,"SysTick","ISR Enter","Runs for 4.920 us",22958868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2375,5,02 0F B4 89 06 
499,0.229 593 600,"SysTick","ISR Exit","Returns to Idle",22959360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2380,3,03 EC 03 
500,0.230 588 680,"SysTick","ISR Enter","Runs for 4.920 us",23058868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2383,5,02 0F B4 89 06 
501,0.230 593 600,"SysTick","ISR Exit","Returns to Idle",23059360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2388,3,03 EC 03 
502,0.231 588 680,"SysTick","ISR Enter","Runs for 4.920 us",23158868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2391,5,02 0F B4 89 06 
503,0.231 593 600,"SysTick","ISR Exit","Returns to Idle",23159360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2396,3,03 EC 03 
504,0.232 588 680,"SysTick","ISR Enter","Runs for 4.920 us",23258868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2399,5,02 0F B4 89 06 
505,0.232 593 600,"SysTick","ISR Exit","Returns to Idle",23259360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2404,3,03 EC 03 
506,0.233 588 680,"SysTick","ISR Enter","Runs for 4.920 us",23358868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2407,5,02 0F B4 89 06 
507,0.233 593 600,"SysTick","ISR Exit","Returns to Idle",23359360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2412,3,03 EC 03 
508,0.234 588 680,"SysTick","ISR Enter","Runs for 4.920 us",23458868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2415,5,02 0F B4 89 06 
509,0.234 593 600,"SysTick","ISR Exit","Returns to Idle",23459360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2420,3,03 EC 03 
510,0.235 588 680,"SysTick","ISR Enter","Runs for 4.920 us",23558868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2423,5,02 0F B4 89 06 
511,0.235 593 600,"SysTick","ISR Exit","Returns to Idle",23559360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2428,3,03 EC 03 
512,0.236 588 680,"SysTick","ISR Enter","Runs for 4.920 us",23658868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2431,5,02 0F B4 89 06 
513,0.236 593 600,"SysTick","ISR Exit","Returns to Idle",23659360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2436,3,03 EC 03 
514,0.237 588 680,"SysTick","ISR Enter","Runs for 4.920 us",23758868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2439,5,02 0F B4 89 06 
515,0.237 593 600,"SysTick","ISR Exit","Returns to Idle",23759360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2444,3,03 EC 03 
516,0.238 588 680,"SysTick","ISR Enter","Runs for 4.920 us",23858868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2447,5,02 0F B4 89 06 
517,0.238 593 600,"SysTick","ISR Exit","Returns to Idle",23859360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2452,3,03 EC 03 
518,0.239 588 680,"SysTick","ISR Enter","Runs for 4.920 us",23958868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2455,5,02 0F B4 89 06 
519,0.239 593 600,"SysTick","ISR Exit","Returns to Idle",23959360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2460,3,03 EC 03 
520,0.240 588 680,"SysTick","ISR Enter","Runs for 4.920 us",24058868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2463,5,02 0F B4 89 06 
521,0.240 593 600,"SysTick","ISR Exit","Returns to Idle",24059360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2468,3,03 EC 03 
522,0.241 588 680,"SysTick","ISR Enter","Runs for 4.920 us",24158868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2471,5,02 0F B4 89 06 
523,0.241 593 600,"SysTick","ISR Exit","Returns to Idle",24159360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2476,3,03 EC 03 
524,0.242 588 680,"SysTick","ISR Enter","Runs for 4.920 us",24258868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2479,5,02 0F B4 89 06 
525,0.242 593 600,"SysTick","ISR Exit","Returns to Idle",24259360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2484,3,03 EC 03 
526,0.243 588 680,"SysTick","ISR Enter","Runs for 4.920 us",24358868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2487,5,02 0F B4 89 06 
527,0.243 593 600,"SysTick","ISR Exit","Returns to Idle",24359360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2492,3,03 EC 03 
528,0.244 588 680,"SysTick","ISR Enter","Runs for 4.920 us",24458868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2495,5,02 0F B4 89 06 
529,0.244 593 600,"SysTick","ISR Exit","Returns to Idle",24459360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2500,3,03 EC 03 
530,0.245 588 680,"SysTick","ISR Enter","Runs for 4.920 us",24558868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2503,5,02 0F B4 89 06 
531,0.245 593 600,"SysTick","ISR Exit","Returns to Idle",24559360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2508,3,03 EC 03 
532,0.246 588 680,"SysTick","ISR Enter","Runs for 4.920 us",24658868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2511,5,02 0F B4 89 06 
533,0.246 593 600,"SysTick","ISR Exit","Returns to Idle",24659360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2516,3,03 EC 03 
534,0.247 588 680,"SysTick","ISR Enter","Runs for 4.920 us",24758868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2519,5,02 0F B4 89 06 
535,0.247 593 600,"SysTick","ISR Exit","Returns to Idle",24759360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2524,3,03 EC 03 
536,0.248 588 680,"SysTick","ISR Enter","Runs for 4.920 us",24858868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2527,5,02 0F B4 89 06 
537,0.248 593 600,"SysTick","ISR Exit","Returns to Idle",24859360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2532,3,03 EC 03 
538,0.249 588 680,"SysTick","ISR Enter","Runs for 4.920 us",24958868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2535,5,02 0F B4 89 06 
539,0.249 593 600,"SysTick","ISR Exit","Returns to Idle",24959360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2540,3,03 EC 03 
540,0.250 588 680,"SysTick","ISR Enter","Runs for 18.320 us",25058868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2543,5,02 0F B4 89 06 
541,0.250 595 060,"SysTick","Task Ready","led_red, runs after 21.510 us",25059506,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2548,8,06 B0 97 80 80 01 FE 04 
542,0.250 601 580,"SysTick","Task Ready","led_blue, runs after 62.630 us",25060158,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,2556,8,06 C8 9E 80 80 01 8C 05 
543,0.250 607 000,"SysTick","ISR Exit","Returns to Scheduler",25060700,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,2564,3,12 9E 04 
544,0.250 616 570,"led_red","Task Run","Runs for 47.640 us",25061657,0x0000000400000000,0x0000000810000BB0,0x0000000810000BB0,4,2567,8,04 B0 97 80 80 01 BD 07 
545,0.250 639 770,"led_red","Log","Toggling red LED",25063977,0x0000000810000BB0,0x0000000810000BB0,0x0000000810000BB0,26,2575,23,1A 13 10 54 6F 67 67 6C 69 6E 67 20 72 65 64 20 4C 45 44 00 00 90 12 
546,0.250 649 460,"led_red","vTaskDelay","xTicksToDelay=250",25064946,0x0000000810000BB0,0x0000000810000BB0,0x0000000810000BB0,35,2598,6,23 02 FA 01 C9 07 
547,0.250 664 210,"led_blue","Task Run","Runs for 44.240 us",25066421,0x0000000810000BB0,0x0000000810000F48,0x0000000810000F48,4,2604,8,04 C8 9E 80 80 01 C3 0B 
548,0.250 685 540,"led_blue","Log","Toggling blue LED",25068554,0x0000000810000F48,0x0000000810000F48,0x0000000810000F48,26,2612,24,1A 14 11 54 6F 67 67 6C 69 6E 67 20 62 6C 75 65 20 4C 45 44 00 00 D5 10 
549,0.250 695 050,"led_blue","vTaskDelay","xTicksToDelay=125",25069505,0x0000000810000F48,0x0000000810000F48,0x0000000810000F48,35,2636,5,23 01 7D B7 07 
550,0.250 708 450,"Idle","System Idle","Idle for 124.892 ms",25070845,0x0000000810000F48,0x0000001000000000,0x0000001000000000,17,2641,3,11 BC 0A 
551,0.251 588 680,"SysTick","ISR Enter","Runs for 4.920 us",25158868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2644,5,02 0F D7 AF 05 
552,0.251 593 600,"SysTick","ISR Exit","Returns to Idle",25159360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2649,3,03 EC 03 
553,0.252 588 680,"SysTick","ISR Enter","Runs for 4.920 us",25258868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2652,5,02 0F B4 89 06 
554,0.252 593 600,"SysTick","ISR Exit","Returns to Idle",25259360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2657,3,03 EC 03 
555,0.253 588 680,"SysTick","ISR Enter","Runs for 4.920 us",25358868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2660,5,02 0F B4 89 06 
556,0.253 593 600,"SysTick","ISR Exit","Returns to Idle",25359360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2665,3,03 EC 03 
557,0.254 588 680,"SysTick","ISR Enter","Runs for 4.920 us",25458868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2668,5,02 0F B4 89 06 
558,0.254 593 600,"SysTick","ISR Exit","Returns to Idle",25459360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2673,3,03 EC 03 
559,0.255 588 680,"SysTick","ISR Enter","Runs for 4.920 us",25558868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2676,5,02 0F B4 89 06 
560,0.255 593 600,"SysTick","ISR Exit","Returns to Idle",25559360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2681,3,03 EC 03 
561,0.256 588 680,"SysTick","ISR Enter","Runs for 4.920 us",25658868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2684,5,02 0F B4 89 06 
562,0.256 593 600,"SysTick","ISR Exit","Returns to Idle",25659360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2689,3,03 EC 03 
563,0.257 588 680,"SysTick","ISR Enter","Runs for 4.920 us",25758868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2692,5,02 0F B4 89 06 
564,0.257 593 600,"SysTick","ISR Exit","Returns to Idle",25759360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2697,3,03 EC 03 
565,0.258 588 680,"SysTick","ISR Enter","Runs for 4.920 us",25858868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2700,5,02 0F B4 89 06 
566,0.258 593 600,"SysTick","ISR Exit","Returns to Idle",25859360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2705,3,03 EC 03 
567,0.259 588 680,"SysTick","ISR Enter","Runs for 4.920 us",25958868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2708,5,02 0F B4 89 06 
568,0.259 593 600,"SysTick","ISR Exit","Returns to Idle",25959360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2713,3,03 EC 03 
569,0.260 588 680,"SysTick","ISR Enter","Runs for 4.920 us",26058868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2716,5,02 0F B4 89 06 
570,0.260 593 600,"SysTick","ISR Exit","Returns to Idle",26059360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2721,3,03 EC 03 
571,0.261 588 680,"SysTick","ISR Enter","Runs for 4.920 us",26158868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2724,5,02 0F B4 89 06 
572,0.261 593 600,"SysTick","ISR Exit","Returns to Idle",26159360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2729,3,03 EC 03 
573,0.262 588 680,"SysTick","ISR Enter","Runs for 4.920 us",26258868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2732,5,02 0F B4 89 06 
574,0.262 593 600,"SysTick","ISR Exit","Returns to Idle",26259360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2737,3,03 EC 03 
575,0.263 588 680,"SysTick","ISR Enter","Runs for 4.920 us",26358868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2740,5,02 0F B4 89 06 
576,0.263 593 600,"SysTick","ISR Exit","Returns to Idle",26359360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2745,3,03 EC 03 
577,0.264 588 680,"SysTick","ISR Enter","Runs for 4.920 us",26458868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2748,5,02 0F B4 89 06 
578,0.264 593 600,"SysTick","ISR Exit","Returns to Idle",26459360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2753,3,03 EC 03 
579,0.265 588 680,"SysTick","ISR Enter","Runs for 4.920 us",26558868,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,2756,5,02 0F B4 89 06 
580,0.265 593 600,"SysTick","ISR Exit","Returns to Idle",26559360,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,2761,3,03 EC 03 
