sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
0,0.000 000 000,"Idle","Start","",0,0x0000000000000000,0x0000000000000000,0x0000000000000000,10,10,3,6F 6E 20 
1,0.000 006 620,"Idle","Init","Cycle Freq.: 100000000, CPU Freq.: 100000000, ID Base: 0x10000000, ID Shift: 0",662,0x0000000000000000,0x0000000000000000,0x0000000000000000,24,13,18,20 20 20 20 53 45 47 47 45 52 20 53 79 73 74 65 6D 56 
2,0.000 029 460,"Idle","System Description","N=FreeRTOS 01_task Application,D=Cortex-M4 STM32F411 DISCO,O=FreeRTOS",2946,0x0000000000000000,0x0000000000000000,0x0000000000000000,14,31,73,69 65 77 20 56 33 2E 35 32 61 0D 0A 3B 20 52 65 63 6F 72 64 54 69 6D 65 20 20 32 39 20 41 75 67 20 32 30 32 33 20 30 31 3A 33 31 3A 32 33 0D 0A 3B 20 41 75 74 68 6F 72 20 20 20 20 20 20 68 6F 61 6E 67 0D 0A 3B 20 54 69 
3,0.000 039 630,"Idle","System Description","I#15=SysTick",3963,0x0000000000000000,0x0000000000000000,0x0000000000000000,14,104,16,74 6C 65 20 20 20 20 20 20 20 30 36 5F 66 72 65 
4,0.000 046 090,"Idle","System Time (us)","0 us",4609,0x0000000000000000,0x0000000000000000,0x0000000000000000,13,120,5,65 72 74 6F 73 
5,0.000 051 220,"Idle","Num Modules","Registered Modules: 0",5122,0x0000000000000000,0x0000000000000000,0x0000000000000000,27,125,5,5F 6C 65 64 5F 
6,0.000 149 180,"Idle","Task Create","led_green (0x100004E8)",14918,0x0000000000000000,0x0000000000000000,0x0000000000000000,8,130,8,76 54 61 73 6B 44 65 6C 
7,0.000 161 160,"Idle","Task Info","led_green (0x100004E8): Priority=4",16116,0x0000000000000000,0x0000000000000000,0x0000000000000000,9,138,19,65 74 65 5F 62 74 6E 49 53 52 5F 30 31 0D 0A 3B 20 44 65 
8,0.000 167 490,"Idle","Stack Info","led_green (0x100004E8): 724 @ 0x200001B8",16749,0x0000000000000000,0x0000000000000000,0x0000000000000000,21,157,16,73 63 72 69 70 74 69 6F 6E 20 0D 0A 3B 0D 0A 00 
9,0.000 172 790,"Idle","Task Ready","led_green, runs after 411.100 us",17279,0x0000000000000000,0x0000000000000000,0x0000000000000000,6,173,8,00 00 00 00 00 00 00 00 
10,0.000 260 350,"Idle","Task Create","led_orang (0x10000880)",26035,0x0000000000000000,0x0000000000000000,0x0000000000000000,8,181,8,00 0A 83 03 18 0E 80 C2 
11,0.000 272 320,"Idle","Task Info","led_orang (0x10000880): Priority=3",27232,0x0000000000000000,0x0000000000000000,0x0000000000000000,9,189,19,D7 2F 80 C2 D7 2F 80 80 80 80 01 00 96 05 0E 45 4E 3D 46 
12,0.000 278 650,"Idle","Stack Info","led_orang (0x10000880): 724 @ 0x20000550",27865,0x0000000000000000,0x0000000000000000,0x0000000000000000,21,208,16,72 65 65 52 54 4F 53 20 30 31 5F 74 61 73 6B 20 
13,0.000 283 950,"Idle","Task Ready","led_orang, runs after 342.590 us",28395,0x0000000000000000,0x0000000000000000,0x0000000000000000,6,224,8,41 70 70 6C 69 63 61 74 
14,0.000 370 590,"Idle","Task Create","led_red (0x10000C18)",37059,0x0000000000000000,0x0000000000000000,0x0000000000000000,8,232,8,69 6F 6E 2C 44 3D 43 6F 
15,0.000 382 080,"Idle","Task Info","led_red (0x10000C18): Priority=2",38208,0x0000000000000000,0x0000000000000000,0x0000000000000000,9,240,17,72 74 65 78 2D 4D 34 20 53 54 4D 33 32 46 34 31 31 
16,0.000 388 310,"Idle","Stack Info","led_red (0x10000C18): 724 @ 0x200008E8",38831,0x0000000000000000,0x0000000000000000,0x0000000000000000,21,257,16,20 44 49 53 43 4F 2C 4F 3D 46 72 65 65 52 54 4F 
17,0.000 393 610,"Idle","Task Ready","led_red, runs after 273.070 us",39361,0x0000000000000000,0x0000000000000000,0x0000000000000000,6,273,8,53 EC 11 0E 0C 49 23 31 
18,0.000 480 620,"Idle","Task Create","led_blue (0x10000FB0)",48062,0x0000000000000000,0x0000000000000000,0x0000000000000000,8,281,8,35 3D 53 79 73 54 69 63 
19,0.000 492 360,"Idle","Task Info","led_blue (0x10000FB0): Priority=1",49236,0x0000000000000000,0x0000000000000000,0x0000000000000000,9,289,18,6B F9 07 0D 00 00 86 05 1B 01 00 81 04 08 E8 89 80 80 
20,0.000 498 630,"Idle","Stack Info","led_blue (0x10000FB0): 724 @ 0x20000C80",49863,0x0000000000000000,0x0000000000000000,0x0000000000000000,21,307,16,01 C4 4C 09 E8 89 80 80 01 04 09 6C 65 64 5F 67 
21,0.000 503 930,"Idle","Task Ready","led_blue, runs after 201.540 us",50393,0x0000000000000000,0x0000000000000000,0x0000000000000000,6,323,8,72 65 65 6E AE 09 15 E8 
22,0.000 570 150,"Idle","Task Create","Task 0x10001230 (0x10001230)",57015,0x0000000000000000,0x0000000000000000,0x0000000000000000,8,331,8,89 80 80 01 B8 83 80 80 
23,0.000 576 810,"Idle","Task Ready","Task 0x10001230",57681,0x0000000000000000,0x0000000000000000,0x0000000000000000,6,339,8,02 D4 05 00 F9 04 06 E8 
24,0.000 583 890,"led_green","Task Run","Runs for 42.650 us",58389,0x0000000000000000,0x00000008100004E8,0x00000008100004E8,4,347,8,89 80 80 01 92 04 08 80 
25,0.000 612 140,"led_green","Log","Toggling green LED",61214,0x00000008100004E8,0x00000008100004E8,0x00000008100004E8,26,355,25,91 80 80 01 B4 44 09 80 91 80 80 01 03 09 6C 65 64 5F 6F 72 61 6E 67 AD 09 
26,0.000 626 540,"led_orang","Task Run","Runs for 40.140 us",62654,0x00000008100004E8,0x0000000810000880,0x0000000810000880,4,380,8,15 80 91 80 80 01 D0 8A 
27,0.000 649 460,"led_orang","Log","Toggling orange LED",64946,0x0000000810000880,0x0000000810000880,0x0000000810000880,26,388,26,80 80 02 D4 05 00 F9 04 06 80 91 80 80 01 92 04 08 98 98 80 80 01 D8 43 09 98 
28,0.000 666 680,"led_red","Task Run","Runs for 38.790 us",66668,0x0000000810000880,0x0000000810000C18,0x0000000810000C18,4,414,8,98 80 80 01 02 07 6C 65 
29,0.000 686 920,"led_red","Log","Toggling red LED",68692,0x0000000810000C18,0x0000000810000C18,0x0000000810000C18,26,422,23,64 5F 72 65 64 FD 08 15 98 98 80 80 01 E8 91 80 80 02 D4 05 00 EF 04 
30,0.000 705 470,"led_blue","Task Run","Runs for 38.440 us",70547,0x0000000810000C18,0x0000000810000FB0,0x0000000810000FB0,4,445,8,06 98 98 80 80 01 92 04 
31,0.000 726 590,"led_blue","Log","Toggling blue LED",72659,0x0000000810000FB0,0x0000000810000FB0,0x0000000810000FB0,26,453,24,08 B0 9F 80 80 01 FD 43 09 B0 9F 80 80 01 01 08 6C 65 64 5F 62 6C 75 65 
32,0.000 743 910,"Idle","System Idle","Idle for 124.858 ms",74391,0x0000000810000FB0,0x0000001000000000,0x0000001000000000,17,477,3,96 09 15 
33,0.001 590 850,"SysTick","ISR Enter","Runs for 4.900 us",159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,480,5,B0 9F 80 80 01 
34,0.001 595 750,"SysTick","ISR Exit","Returns to Idle",159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,485,3,80 99 80 
35,0.002 593 140,"SysTick","ISR Enter","Runs for 4.890 us",259314,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,488,5,80 02 D4 05 00 
36,0.002 598 030,"SysTick","ISR Exit","Returns to Idle",259803,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,493,3,F3 04 06 
37,0.003 591 540,"SysTick","ISR Enter","Runs for 4.890 us",359154,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,496,5,B0 9F 80 80 01 
38,0.003 596 430,"SysTick","ISR Exit","Returns to Idle",359643,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,501,3,92 04 08 
39,0.004 590 850,"SysTick","ISR Enter","Runs for 4.900 us",459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,504,5,B0 A4 80 80 01 
40,0.004 595 750,"SysTick","ISR Exit","Returns to Idle",459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,509,3,DE 33 06 
41,0.005 590 850,"SysTick","ISR Enter","Runs for 4.900 us",559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,512,5,B0 A4 80 80 01 
42,0.005 595 750,"SysTick","ISR Exit","Returns to Idle",559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,517,3,9A 05 04 
43,0.006 590 850,"SysTick","ISR Enter","Runs for 4.900 us",659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,520,5,E8 89 80 80 01 
44,0.006 595 750,"SysTick","ISR Exit","Returns to Idle",659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,525,3,C4 05 1A 
45,0.007 590 850,"SysTick","ISR Enter","Runs for 4.900 us",759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,528,5,15 12 54 6F 67 
46,0.007 595 750,"SysTick","ISR Exit","Returns to Idle",759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,533,3,67 6C 69 
47,0.008 590 850,"SysTick","ISR Enter","Runs for 4.900 us",859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,536,5,6E 67 20 67 72 
48,0.008 595 750,"SysTick","ISR Exit","Returns to Idle",859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,541,3,65 65 6E 
49,0.009 590 850,"SysTick","ISR Enter","Runs for 4.900 us",959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,544,5,20 4C 45 44 00 
50,0.009 595 750,"SysTick","ISR Exit","Returns to Idle",959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,549,3,00 89 16 
51,0.010 590 850,"SysTick","ISR Enter","Runs for 4.900 us",1059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,552,5,04 80 91 80 80 
52,0.010 595 750,"SysTick","ISR Exit","Returns to Idle",1059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,557,3,01 A0 0B 
53,0.011 590 850,"SysTick","ISR Enter","Runs for 4.900 us",1159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,560,5,1A 16 13 54 6F 
54,0.011 595 750,"SysTick","ISR Exit","Returns to Idle",1159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,565,3,67 67 6C 
55,0.012 590 850,"SysTick","ISR Enter","Runs for 4.900 us",1259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,568,5,69 6E 67 20 6F 
56,0.012 595 750,"SysTick","ISR Exit","Returns to Idle",1259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,573,3,72 61 6E 
57,0.013 590 850,"SysTick","ISR Enter","Runs for 4.900 us",1359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,576,5,67 65 20 4C 45 
58,0.013 595 750,"SysTick","ISR Exit","Returns to Idle",1359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,581,3,44 00 00 
59,0.014 590 850,"SysTick","ISR Enter","Runs for 4.900 us",1459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,584,5,F4 11 04 98 98 
60,0.014 595 750,"SysTick","ISR Exit","Returns to Idle",1459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,589,3,80 80 01 
61,0.015 590 850,"SysTick","ISR Enter","Runs for 4.900 us",1559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,592,5,BA 0D 1A 13 10 
62,0.015 595 750,"SysTick","ISR Exit","Returns to Idle",1559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,597,3,54 6F 67 
63,0.016 590 850,"SysTick","ISR Enter","Runs for 4.900 us",1659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,600,5,67 6C 69 6E 67 
64,0.016 595 750,"SysTick","ISR Exit","Returns to Idle",1659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,605,3,20 72 65 
65,0.017 590 850,"SysTick","ISR Enter","Runs for 4.900 us",1759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,608,5,64 20 4C 45 44 
66,0.017 595 750,"SysTick","ISR Exit","Returns to Idle",1759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,613,3,00 00 E8 
67,0.018 590 850,"SysTick","ISR Enter","Runs for 4.900 us",1859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,616,5,0F 04 B0 9F 80 
68,0.018 595 750,"SysTick","ISR Exit","Returns to Idle",1859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,621,3,80 01 BF 
69,0.019 590 850,"SysTick","ISR Enter","Runs for 4.900 us",1959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,624,5,0E 1A 14 11 54 
70,0.019 595 750,"SysTick","ISR Exit","Returns to Idle",1959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,629,3,6F 67 67 
71,0.020 590 850,"SysTick","ISR Enter","Runs for 4.900 us",2059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,632,5,6C 69 6E 67 20 
72,0.020 595 750,"SysTick","ISR Exit","Returns to Idle",2059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,637,3,62 6C 75 
73,0.021 590 850,"SysTick","ISR Enter","Runs for 4.900 us",2159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,640,5,65 20 4C 45 44 
74,0.021 595 750,"SysTick","ISR Exit","Returns to Idle",2159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,645,3,00 00 C0 
75,0.022 590 850,"SysTick","ISR Enter","Runs for 4.900 us",2259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,648,5,10 11 C4 0D 02 
76,0.022 595 750,"SysTick","ISR Exit","Returns to Idle",2259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,653,3,0F D6 95 
77,0.023 590 850,"SysTick","ISR Enter","Runs for 4.900 us",2359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,656,5,05 03 EA 03 02 
78,0.023 595 750,"SysTick","ISR Exit","Returns to Idle",2359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,661,3,0F 9B 8B 
79,0.024 590 850,"SysTick","ISR Enter","Runs for 4.900 us",2459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,664,5,06 03 E9 03 02 
80,0.024 595 750,"SysTick","ISR Exit","Returns to Idle",2459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,669,3,0F 97 88 
81,0.025 590 850,"SysTick","ISR Enter","Runs for 4.900 us",2559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,672,5,06 03 E9 03 02 
82,0.025 595 750,"SysTick","ISR Exit","Returns to Idle",2559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,677,3,0F F2 88 
83,0.026 590 850,"SysTick","ISR Enter","Runs for 4.900 us",2659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,680,5,06 03 EA 03 02 
84,0.026 595 750,"SysTick","ISR Exit","Returns to Idle",2659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,685,3,0F B6 89 
85,0.027 590 850,"SysTick","ISR Enter","Runs for 4.900 us",2759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,688,5,06 03 EA 03 02 
86,0.027 595 750,"SysTick","ISR Exit","Returns to Idle",2759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,693,3,0F B6 89 
87,0.028 590 850,"SysTick","ISR Enter","Runs for 4.900 us",2859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,696,5,06 03 EA 03 02 
88,0.028 595 750,"SysTick","ISR Exit","Returns to Idle",2859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,701,3,0F B6 89 
89,0.029 590 850,"SysTick","ISR Enter","Runs for 4.900 us",2959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,704,5,06 03 EA 03 02 
90,0.029 595 750,"SysTick","ISR Exit","Returns to Idle",2959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,709,3,0F B6 89 
91,0.030 590 850,"SysTick","ISR Enter","Runs for 4.900 us",3059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,712,5,06 03 EA 03 02 
92,0.030 595 750,"SysTick","ISR Exit","Returns to Idle",3059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,717,3,0F B6 89 
93,0.031 590 850,"SysTick","ISR Enter","Runs for 4.900 us",3159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,720,5,06 03 EA 03 02 
94,0.031 595 750,"SysTick","ISR Exit","Returns to Idle",3159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,725,3,0F B6 89 
95,0.032 590 850,"SysTick","ISR Enter","Runs for 4.900 us",3259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,728,5,06 03 EA 03 02 
96,0.032 595 750,"SysTick","ISR Exit","Returns to Idle",3259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,733,3,0F B6 89 
97,0.033 590 850,"SysTick","ISR Enter","Runs for 4.900 us",3359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,736,5,06 03 EA 03 02 
98,0.033 595 750,"SysTick","ISR Exit","Returns to Idle",3359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,741,3,0F B6 89 
99,0.034 590 850,"SysTick","ISR Enter","Runs for 4.900 us",3459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,744,5,06 03 EA 03 02 
100,0.034 595 750,"SysTick","ISR Exit","Returns to Idle",3459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,749,3,0F B6 89 
101,0.035 590 850,"SysTick","ISR Enter","Runs for 4.900 us",3559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,752,5,06 03 EA 03 02 
102,0.035 595 750,"SysTick","ISR Exit","Returns to Idle",3559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,757,3,0F B6 89 
103,0.036 590 850,"SysTick","ISR Enter","Runs for 4.900 us",3659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,760,5,06 03 EA 03 02 
104,0.036 595 750,"SysTick","ISR Exit","Returns to Idle",3659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,765,3,0F B6 89 
105,0.037 590 850,"SysTick","ISR Enter","Runs for 4.900 us",3759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,768,5,06 03 EA 03 02 
106,0.037 595 750,"SysTick","ISR Exit","Returns to Idle",3759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,773,3,0F B6 89 
107,0.038 590 850,"SysTick","ISR Enter","Runs for 4.900 us",3859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,776,5,06 03 EA 03 02 
108,0.038 595 750,"SysTick","ISR Exit","Returns to Idle",3859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,781,3,0F B6 89 
109,0.039 590 850,"SysTick","ISR Enter","Runs for 4.900 us",3959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,784,5,06 03 EA 03 02 
110,0.039 595 750,"SysTick","ISR Exit","Returns to Idle",3959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,789,3,0F B6 89 
111,0.040 590 850,"SysTick","ISR Enter","Runs for 4.900 us",4059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,792,5,06 03 EA 03 02 
112,0.040 595 750,"SysTick","ISR Exit","Returns to Idle",4059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,797,3,0F B6 89 
113,0.041 590 850,"SysTick","ISR Enter","Runs for 4.900 us",4159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,800,5,06 03 EA 03 02 
114,0.041 595 750,"SysTick","ISR Exit","Returns to Idle",4159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,805,3,0F B6 89 
115,0.042 590 850,"SysTick","ISR Enter","Runs for 4.900 us",4259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,808,5,06 03 EA 03 02 
116,0.042 595 750,"SysTick","ISR Exit","Returns to Idle",4259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,813,3,0F B6 89 
117,0.043 590 850,"SysTick","ISR Enter","Runs for 4.900 us",4359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,816,5,06 03 EA 03 02 
118,0.043 595 750,"SysTick","ISR Exit","Returns to Idle",4359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,821,3,0F B6 89 
119,0.044 590 850,"SysTick","ISR Enter","Runs for 4.900 us",4459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,824,5,06 03 EA 03 02 
120,0.044 595 750,"SysTick","ISR Exit","Returns to Idle",4459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,829,3,0F B6 89 
121,0.045 590 850,"SysTick","ISR Enter","Runs for 4.900 us",4559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,832,5,06 03 EA 03 02 
122,0.045 595 750,"SysTick","ISR Exit","Returns to Idle",4559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,837,3,0F B6 89 
123,0.046 590 850,"SysTick","ISR Enter","Runs for 4.900 us",4659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,840,5,06 03 EA 03 02 
124,0.046 595 750,"SysTick","ISR Exit","Returns to Idle",4659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,845,3,0F B6 89 
125,0.047 590 850,"SysTick","ISR Enter","Runs for 4.900 us",4759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,848,5,06 03 EA 03 02 
126,0.047 595 750,"SysTick","ISR Exit","Returns to Idle",4759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,853,3,0F B6 89 
127,0.048 590 850,"SysTick","ISR Enter","Runs for 4.900 us",4859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,856,5,06 03 EA 03 02 
128,0.048 595 750,"SysTick","ISR Exit","Returns to Idle",4859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,861,3,0F B6 89 
129,0.049 590 850,"SysTick","ISR Enter","Runs for 4.900 us",4959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,864,5,06 03 EA 03 02 
130,0.049 595 750,"SysTick","ISR Exit","Returns to Idle",4959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,869,3,0F B6 89 
131,0.050 590 850,"SysTick","ISR Enter","Runs for 4.900 us",5059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,872,5,06 03 EA 03 02 
132,0.050 595 750,"SysTick","ISR Exit","Returns to Idle",5059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,877,3,0F B6 89 
133,0.051 590 850,"SysTick","ISR Enter","Runs for 4.900 us",5159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,880,5,06 03 EA 03 02 
134,0.051 595 750,"SysTick","ISR Exit","Returns to Idle",5159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,885,3,0F B6 89 
135,0.052 590 850,"SysTick","ISR Enter","Runs for 4.900 us",5259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,888,5,06 03 EA 03 02 
136,0.052 595 750,"SysTick","ISR Exit","Returns to Idle",5259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,893,3,0F B6 89 
137,0.053 590 850,"SysTick","ISR Enter","Runs for 4.900 us",5359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,896,5,06 03 EA 03 02 
138,0.053 595 750,"SysTick","ISR Exit","Returns to Idle",5359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,901,3,0F B6 89 
139,0.054 590 850,"SysTick","ISR Enter","Runs for 4.900 us",5459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,904,5,06 03 EA 03 02 
140,0.054 595 750,"SysTick","ISR Exit","Returns to Idle",5459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,909,3,0F B6 89 
141,0.055 590 850,"SysTick","ISR Enter","Runs for 4.900 us",5559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,912,5,06 03 EA 03 02 
142,0.055 595 750,"SysTick","ISR Exit","Returns to Idle",5559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,917,3,0F B6 89 
143,0.056 590 850,"SysTick","ISR Enter","Runs for 4.900 us",5659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,920,5,06 03 EA 03 02 
144,0.056 595 750,"SysTick","ISR Exit","Returns to Idle",5659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,925,3,0F B6 89 
145,0.057 590 850,"SysTick","ISR Enter","Runs for 4.900 us",5759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,928,5,06 03 EA 03 02 
146,0.057 595 750,"SysTick","ISR Exit","Returns to Idle",5759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,933,3,0F B6 89 
147,0.058 590 850,"SysTick","ISR Enter","Runs for 4.900 us",5859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,936,5,06 03 EA 03 02 
148,0.058 595 750,"SysTick","ISR Exit","Returns to Idle",5859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,941,3,0F B6 89 
149,0.059 590 850,"SysTick","ISR Enter","Runs for 4.900 us",5959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,944,5,06 03 EA 03 02 
150,0.059 595 750,"SysTick","ISR Exit","Returns to Idle",5959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,949,3,0F B6 89 
151,0.060 590 850,"SysTick","ISR Enter","Runs for 4.900 us",6059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,952,5,06 03 EA 03 02 
152,0.060 595 750,"SysTick","ISR Exit","Returns to Idle",6059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,957,3,0F B6 89 
153,0.061 590 850,"SysTick","ISR Enter","Runs for 4.900 us",6159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,960,5,06 03 EA 03 02 
154,0.061 595 750,"SysTick","ISR Exit","Returns to Idle",6159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,965,3,0F B6 89 
155,0.062 590 850,"SysTick","ISR Enter","Runs for 4.900 us",6259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,968,5,06 03 EA 03 02 
156,0.062 595 750,"SysTick","ISR Exit","Returns to Idle",6259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,973,3,0F B6 89 
157,0.063 590 850,"SysTick","ISR Enter","Runs for 4.900 us",6359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,976,5,06 03 EA 03 02 
158,0.063 595 750,"SysTick","ISR Exit","Returns to Idle",6359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,981,3,0F B6 89 
159,0.064 590 850,"SysTick","ISR Enter","Runs for 4.900 us",6459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,984,5,06 03 EA 03 02 
160,0.064 595 750,"SysTick","ISR Exit","Returns to Idle",6459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,989,3,0F B6 89 
161,0.065 590 850,"SysTick","ISR Enter","Runs for 4.900 us",6559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,992,5,06 03 EA 03 02 
162,0.065 595 750,"SysTick","ISR Exit","Returns to Idle",6559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,997,3,0F B6 89 
163,0.066 590 850,"SysTick","ISR Enter","Runs for 4.900 us",6659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1000,5,06 03 EA 03 02 
