sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
6883,3.317 590 850,"SysTick","ISR Enter","Runs for 4.900 us",331759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29414,5,06 03 EA 03 02 
6884,3.317 595 750,"SysTick","ISR Exit","Returns to Idle",331759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29419,3,0F B6 89 
6885,3.318 590 850,"SysTick","ISR Enter","Runs for 4.900 us",331859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29422,5,06 03 EA 03 02 
6886,3.318 595 750,"SysTick","ISR Exit","Returns to Idle",331859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29427,3,0F B6 89 
6887,3.319 590 850,"SysTick","ISR Enter","Runs for 4.900 us",331959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29430,5,06 03 EA 03 02 
6888,3.319 595 750,"SysTick","ISR Exit","Returns to Idle",331959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29435,3,0F B6 89 
6889,3.320 590 850,"SysTick","ISR Enter","Runs for 4.900 us",332059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29438,5,06 03 EA 03 02 
6890,3.320 595 750,"SysTick","ISR Exit","Returns to Idle",332059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29443,3,0F B6 89 
6891,3.321 590 850,"SysTick","ISR Enter","Runs for 4.900 us",332159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29446,5,06 03 EA 03 02 
6892,3.321 595 750,"SysTick","ISR Exit","Returns to Idle",332159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29451,3,0F B6 89 
6893,3.322 590 850,"SysTick","ISR Enter","Runs for 4.900 us",332259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29454,5,06 03 EA 03 02 
6894,3.322 595 750,"SysTick","ISR Exit","Returns to Idle",332259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29459,3,0F B6 89 
6895,3.323 590 850,"SysTick","ISR Enter","Runs for 4.900 us",332359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29462,5,06 03 EA 03 02 
6896,3.323 595 750,"SysTick","ISR Exit","Returns to Idle",332359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29467,3,0F B6 89 
6897,3.324 590 850,"SysTick","ISR Enter","Runs for 4.900 us",332459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29470,5,06 03 EA 03 02 
6898,3.324 595 750,"SysTick","ISR Exit","Returns to Idle",332459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29475,3,0F B6 89 
6899,3.325 590 850,"SysTick","ISR Enter","Runs for 4.900 us",332559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29478,5,06 03 EA 03 02 
6900,3.325 595 750,"SysTick","ISR Exit","Returns to Idle",332559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29483,3,0F B6 89 
6901,3.326 590 850,"SysTick","ISR Enter","Runs for 4.900 us",332659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29486,5,06 03 EA 03 02 
6902,3.326 595 750,"SysTick","ISR Exit","Returns to Idle",332659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29491,3,0F B6 89 
6903,3.327 590 850,"SysTick","ISR Enter","Runs for 4.900 us",332759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29494,5,06 03 EA 03 02 
6904,3.327 595 750,"SysTick","ISR Exit","Returns to Idle",332759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29499,3,0F B6 89 
6905,3.328 590 850,"SysTick","ISR Enter","Runs for 4.900 us",332859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29502,5,06 03 EA 03 02 
6906,3.328 595 750,"SysTick","ISR Exit","Returns to Idle",332859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29507,3,0F B6 89 
6907,3.329 590 850,"SysTick","ISR Enter","Runs for 4.900 us",332959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29510,5,06 03 EA 03 02 
6908,3.329 595 750,"SysTick","ISR Exit","Returns to Idle",332959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29515,3,0F B6 89 
6909,3.330 590 850,"SysTick","ISR Enter","Runs for 4.900 us",333059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29518,5,06 03 EA 03 02 
6910,3.330 595 750,"SysTick","ISR Exit","Returns to Idle",333059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29523,3,0F B6 89 
6911,3.331 590 850,"SysTick","ISR Enter","Runs for 4.900 us",333159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29526,5,06 03 EA 03 02 
6912,3.331 595 750,"SysTick","ISR Exit","Returns to Idle",333159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29531,3,0F B6 89 
6913,3.332 590 850,"SysTick","ISR Enter","Runs for 4.900 us",333259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29534,5,06 03 EA 03 02 
6914,3.332 595 750,"SysTick","ISR Exit","Returns to Idle",333259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29539,3,0F B6 89 
6915,3.333 590 850,"SysTick","ISR Enter","Runs for 4.900 us",333359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29542,5,06 03 EA 03 02 
6916,3.333 595 750,"SysTick","ISR Exit","Returns to Idle",333359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29547,3,0F B6 89 
6917,3.334 590 850,"SysTick","ISR Enter","Runs for 4.900 us",333459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29550,5,06 03 EA 03 02 
6918,3.334 595 750,"SysTick","ISR Exit","Returns to Idle",333459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29555,3,0F B6 89 
6919,3.335 590 850,"SysTick","ISR Enter","Runs for 4.900 us",333559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29558,5,06 03 EA 03 02 
6920,3.335 595 750,"SysTick","ISR Exit","Returns to Idle",333559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29563,3,0F B6 89 
6921,3.336 590 850,"SysTick","ISR Enter","Runs for 4.900 us",333659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29566,5,06 03 EA 03 02 
6922,3.336 595 750,"SysTick","ISR Exit","Returns to Idle",333659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29571,3,0F B6 89 
6923,3.337 590 850,"SysTick","ISR Enter","Runs for 4.900 us",333759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29574,5,06 03 EA 03 02 
6924,3.337 595 750,"SysTick","ISR Exit","Returns to Idle",333759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29579,3,0F B6 89 
6925,3.338 590 850,"SysTick","ISR Enter","Runs for 4.900 us",333859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29582,5,06 03 EA 03 02 
6926,3.338 595 750,"SysTick","ISR Exit","Returns to Idle",333859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29587,3,0F B6 89 
6927,3.339 590 850,"SysTick","ISR Enter","Runs for 4.900 us",333959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29590,5,06 03 EA 03 02 
6928,3.339 595 750,"SysTick","ISR Exit","Returns to Idle",333959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29595,3,0F B6 89 
6929,3.340 590 850,"SysTick","ISR Enter","Runs for 4.900 us",334059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29598,5,06 03 EA 03 02 
6930,3.340 595 750,"SysTick","ISR Exit","Returns to Idle",334059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29603,3,0F B6 89 
6931,3.341 590 850,"SysTick","ISR Enter","Runs for 4.900 us",334159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29606,5,06 03 EA 03 02 
6932,3.341 595 750,"SysTick","ISR Exit","Returns to Idle",334159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29611,3,0F B6 89 
6933,3.342 590 850,"SysTick","ISR Enter","Runs for 4.900 us",334259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29614,5,06 03 EA 03 02 
6934,3.342 595 750,"SysTick","ISR Exit","Returns to Idle",334259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29619,3,0F B6 89 
6935,3.343 590 850,"SysTick","ISR Enter","Runs for 4.900 us",334359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29622,5,06 03 EA 03 02 
6936,3.343 595 750,"SysTick","ISR Exit","Returns to Idle",334359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29627,3,0F B6 89 
6937,3.344 590 850,"SysTick","ISR Enter","Runs for 4.900 us",334459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29630,5,06 03 EA 03 02 
6938,3.344 595 750,"SysTick","ISR Exit","Returns to Idle",334459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29635,3,0F B6 89 
6939,3.345 590 850,"SysTick","ISR Enter","Runs for 4.900 us",334559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29638,5,06 03 EA 03 02 
6940,3.345 595 750,"SysTick","ISR Exit","Returns to Idle",334559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29643,3,0F B6 89 
6941,3.346 590 850,"SysTick","ISR Enter","Runs for 4.900 us",334659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29646,5,06 03 EA 03 02 
6942,3.346 595 750,"SysTick","ISR Exit","Returns to Idle",334659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29651,3,0F B6 89 
6943,3.347 590 850,"SysTick","ISR Enter","Runs for 4.900 us",334759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29654,5,06 03 EA 03 02 
6944,3.347 595 750,"SysTick","ISR Exit","Returns to Idle",334759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29659,3,0F B6 89 
6945,3.348 590 850,"SysTick","ISR Enter","Runs for 4.900 us",334859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29662,5,06 03 EA 03 02 
6946,3.348 595 750,"SysTick","ISR Exit","Returns to Idle",334859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29667,3,0F B6 89 
6947,3.349 590 850,"SysTick","ISR Enter","Runs for 4.900 us",334959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29670,5,06 03 EA 03 02 
6948,3.349 595 750,"SysTick","ISR Exit","Returns to Idle",334959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29675,3,0F B6 89 
6949,3.350 590 850,"SysTick","ISR Enter","Runs for 4.900 us",335059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29678,5,06 03 EA 03 02 
6950,3.350 595 750,"SysTick","ISR Exit","Returns to Idle",335059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29683,3,0F B6 89 
6951,3.351 590 850,"SysTick","ISR Enter","Runs for 4.900 us",335159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29686,5,06 03 EA 03 02 
6952,3.351 595 750,"SysTick","ISR Exit","Returns to Idle",335159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29691,3,0F B6 89 
6953,3.352 590 850,"SysTick","ISR Enter","Runs for 4.900 us",335259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29694,5,06 03 EA 03 02 
6954,3.352 595 750,"SysTick","ISR Exit","Returns to Idle",335259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29699,3,0F B6 89 
6955,3.353 590 850,"SysTick","ISR Enter","Runs for 4.900 us",335359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29702,5,06 03 EA 03 02 
6956,3.353 595 750,"SysTick","ISR Exit","Returns to Idle",335359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29707,3,0F B6 89 
6957,3.354 590 850,"SysTick","ISR Enter","Runs for 4.900 us",335459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29710,5,06 03 EA 03 02 
6958,3.354 595 750,"SysTick","ISR Exit","Returns to Idle",335459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29715,3,0F B6 89 
6959,3.355 590 850,"SysTick","ISR Enter","Runs for 4.900 us",335559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29718,5,06 03 EA 03 02 
6960,3.355 595 750,"SysTick","ISR Exit","Returns to Idle",335559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29723,3,0F B6 89 
6961,3.356 590 850,"SysTick","ISR Enter","Runs for 4.900 us",335659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29726,5,06 03 EA 03 02 
6962,3.356 595 750,"SysTick","ISR Exit","Returns to Idle",335659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29731,3,0F B6 89 
6963,3.357 590 850,"SysTick","ISR Enter","Runs for 4.900 us",335759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29734,5,06 03 EA 03 02 
6964,3.357 595 750,"SysTick","ISR Exit","Returns to Idle",335759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29739,3,0F B6 89 
6965,3.358 590 850,"SysTick","ISR Enter","Runs for 4.900 us",335859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29742,5,06 03 EA 03 02 
6966,3.358 595 750,"SysTick","ISR Exit","Returns to Idle",335859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29747,3,0F B6 89 
6967,3.359 590 850,"SysTick","ISR Enter","Runs for 4.900 us",335959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29750,5,06 03 EA 03 02 
6968,3.359 595 750,"SysTick","ISR Exit","Returns to Idle",335959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29755,3,0F B6 89 
6969,3.360 590 850,"SysTick","ISR Enter","Runs for 4.900 us",336059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29758,5,06 03 EA 03 02 
6970,3.360 595 750,"SysTick","ISR Exit","Returns to Idle",336059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29763,3,0F B6 89 
6971,3.361 590 850,"SysTick","ISR Enter","Runs for 4.900 us",336159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29766,5,06 03 EA 03 02 
6972,3.361 595 750,"SysTick","ISR Exit","Returns to Idle",336159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29771,3,0F B6 89 
6973,3.362 590 850,"SysTick","ISR Enter","Runs for 4.900 us",336259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29774,5,06 03 EA 03 02 
6974,3.362 595 750,"SysTick","ISR Exit","Returns to Idle",336259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29779,3,0F B6 89 
6975,3.363 590 850,"SysTick","ISR Enter","Runs for 4.900 us",336359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29782,5,06 03 EA 03 02 
6976,3.363 595 750,"SysTick","ISR Exit","Returns to Idle",336359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29787,3,0F B6 89 
6977,3.364 590 850,"SysTick","ISR Enter","Runs for 4.900 us",336459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29790,5,06 03 EA 03 02 
6978,3.364 595 750,"SysTick","ISR Exit","Returns to Idle",336459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29795,3,0F B6 89 
6979,3.365 590 850,"SysTick","ISR Enter","Runs for 4.900 us",336559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29798,5,06 03 EA 03 02 
6980,3.365 595 750,"SysTick","ISR Exit","Returns to Idle",336559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29803,3,0F B6 89 
6981,3.366 590 850,"SysTick","ISR Enter","Runs for 4.900 us",336659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29806,5,06 03 EA 03 02 
6982,3.366 595 750,"SysTick","ISR Exit","Returns to Idle",336659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29811,3,0F B6 89 
6983,3.367 590 850,"SysTick","ISR Enter","Runs for 4.900 us",336759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29814,5,06 03 EA 03 02 
6984,3.367 595 750,"SysTick","ISR Exit","Returns to Idle",336759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29819,3,0F B6 89 
6985,3.368 590 850,"SysTick","ISR Enter","Runs for 4.900 us",336859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29822,5,06 03 EA 03 02 
6986,3.368 595 750,"SysTick","ISR Exit","Returns to Idle",336859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29827,3,0F B6 89 
6987,3.369 590 850,"SysTick","ISR Enter","Runs for 4.900 us",336959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29830,5,06 03 EA 03 02 
6988,3.369 595 750,"SysTick","ISR Exit","Returns to Idle",336959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29835,3,0F B6 89 
6989,3.370 590 850,"SysTick","ISR Enter","Runs for 4.900 us",337059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29838,5,06 03 EA 03 02 
6990,3.370 595 750,"SysTick","ISR Exit","Returns to Idle",337059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29843,3,0F B6 89 
6991,3.371 590 850,"SysTick","ISR Enter","Runs for 4.900 us",337159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29846,5,06 03 EA 03 02 
6992,3.371 595 750,"SysTick","ISR Exit","Returns to Idle",337159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29851,3,0F B6 89 
6993,3.372 590 850,"SysTick","ISR Enter","Runs for 4.900 us",337259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29854,5,06 03 EA 03 02 
6994,3.372 595 750,"SysTick","ISR Exit","Returns to Idle",337259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29859,3,0F B6 89 
6995,3.373 590 850,"SysTick","ISR Enter","Runs for 4.900 us",337359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29862,5,06 03 EA 03 02 
6996,3.373 595 750,"SysTick","ISR Exit","Returns to Idle",337359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29867,3,0F B6 89 
6997,3.374 590 850,"SysTick","ISR Enter","Runs for 4.900 us",337459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29870,5,06 03 EA 03 02 
6998,3.374 595 750,"SysTick","ISR Exit","Returns to Idle",337459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29875,3,0F B6 89 
6999,3.375 590 850,"SysTick","ISR Enter","Runs for 11.690 us",337559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29878,5,06 03 EA 03 02 
7000,3.375 597 230,"SysTick","Task Ready","led_blue, runs after 17.650 us",337559723,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,29883,8,0F B6 89 06 03 EA 03 02 
7001,3.375 602 540,"SysTick","ISR Exit","Returns to Scheduler",337560254,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,29891,3,0F B6 89 
7002,3.375 614 880,"led_blue","Task Run","Runs for 45.120 us",337561488,0x0000000400000000,0x0000000810000FB0,0x0000000810000FB0,4,29894,8,06 03 EA 03 02 0F B6 89 
7003,3.375 620 960,"led_blue","xTaskNotifyWait","ulBitsToClearOnEntry=0 ulBitsToClearOnExit=0 pulNotificationValue=0 xTicksToWait=125",337562096,0x0000000810000FB0,0x0000000810000FB0,0x0000000810000FB0,64,29902,8,06 03 EA 03 02 0F B6 89 
7004,3.375 642 260,"led_blue","Log","Toggling blue LED",337564226,0x0000000810000FB0,0x0000000810000FB0,0x0000000810000FB0,26,29910,24,06 03 EA 03 02 0F B6 89 06 03 EA 03 02 0F B6 89 06 03 EA 03 02 0F B6 89 
7005,3.375 660 000,"Idle","System Idle","Idle for 124.955 ms",337566000,0x0000000810000FB0,0x0000001000000000,0x0000001000000000,17,29934,3,06 03 EA 
7006,3.376 590 850,"SysTick","ISR Enter","Runs for 4.900 us",337659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29937,5,03 02 0F B6 89 
7007,3.376 595 750,"SysTick","ISR Exit","Returns to Idle",337659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29942,3,06 03 EA 
7008,3.377 590 850,"SysTick","ISR Enter","Runs for 4.900 us",337759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29945,5,03 02 0F B6 89 
7009,3.377 595 750,"SysTick","ISR Exit","Returns to Idle",337759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29950,3,06 03 EA 
7010,3.378 590 850,"SysTick","ISR Enter","Runs for 4.900 us",337859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29953,5,03 02 0F B6 89 
7011,3.378 595 750,"SysTick","ISR Exit","Returns to Idle",337859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29958,3,06 03 EA 
7012,3.379 590 850,"SysTick","ISR Enter","Runs for 4.900 us",337959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29961,5,03 02 0F B6 89 
7013,3.379 595 750,"SysTick","ISR Exit","Returns to Idle",337959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29966,3,06 03 EA 
7014,3.380 590 850,"SysTick","ISR Enter","Runs for 4.900 us",338059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29969,5,03 02 0F B6 89 
7015,3.380 595 750,"SysTick","ISR Exit","Returns to Idle",338059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29974,3,06 03 EA 
7016,3.381 590 850,"SysTick","ISR Enter","Runs for 4.900 us",338159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29977,5,03 02 0F B6 89 
7017,3.381 595 750,"SysTick","ISR Exit","Returns to Idle",338159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29982,3,06 03 EA 
7018,3.382 590 850,"SysTick","ISR Enter","Runs for 4.900 us",338259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29985,5,03 02 0F B6 89 
7019,3.382 595 750,"SysTick","ISR Exit","Returns to Idle",338259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29990,3,06 03 EA 
7020,3.383 590 850,"SysTick","ISR Enter","Runs for 4.900 us",338359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,29993,5,03 02 0F B6 89 
7021,3.383 595 750,"SysTick","ISR Exit","Returns to Idle",338359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,29998,3,06 03 EA 
7022,3.384 590 850,"SysTick","ISR Enter","Runs for 4.900 us",338459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,30001,5,03 02 0F B6 89 
7023,3.384 595 750,"SysTick","ISR Exit","Returns to Idle",338459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,30006,3,06 03 EA 
7024,3.385 590 850,"SysTick","ISR Enter","Runs for 4.900 us",338559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,30009,5,03 02 0F B6 89 
7025,3.385 595 750,"SysTick","ISR Exit","Returns to Idle",338559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,30014,3,06 03 EA 
7026,3.386 590 850,"SysTick","ISR Enter","Runs for 4.900 us",338659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,30017,5,03 02 0F B6 89 
7027,3.386 595 750,"SysTick","ISR Exit","Returns to Idle",338659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,30022,3,06 03 EA 
7028,3.387 590 850,"SysTick","ISR Enter","Runs for 4.900 us",338759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,30025,5,03 02 0F B6 89 
7029,3.387 595 750,"SysTick","ISR Exit","Returns to Idle",338759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,30030,3,06 03 EA 
7030,3.388 590 850,"SysTick","ISR Enter","Runs for 4.900 us",338859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,30033,5,03 02 0F B6 89 
7031,3.388 595 750,"SysTick","ISR Exit","Returns to Idle",338859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,30038,3,06 03 EA 
7032,3.389 590 850,"SysTick","ISR Enter","Runs for 4.900 us",338959085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,30041,5,03 02 0F B6 89 
7033,3.389 595 750,"SysTick","ISR Exit","Returns to Idle",338959575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,30046,3,06 03 EA 
7034,3.390 590 850,"SysTick","ISR Enter","Runs for 4.900 us",339059085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,30049,5,03 02 0F B6 89 
7035,3.390 595 750,"SysTick","ISR Exit","Returns to Idle",339059575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,30054,3,06 06 B0 
7036,3.391 590 850,"SysTick","ISR Enter","Runs for 4.900 us",339159085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,30057,5,9F 80 80 01 FE 
7037,3.391 595 750,"SysTick","ISR Exit","Returns to Idle",339159575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,30062,3,04 12 93 
7038,3.392 590 850,"SysTick","ISR Enter","Runs for 4.900 us",339259085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,30065,5,04 04 B0 9F 80 
7039,3.392 595 750,"SysTick","ISR Exit","Returns to Idle",339259575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,30070,3,80 01 D2 
7040,3.393 590 850,"SysTick","ISR Enter","Runs for 4.900 us",339359085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,30073,5,09 40 04 00 00 
7041,3.393 595 750,"SysTick","ISR Exit","Returns to Idle",339359575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,30078,3,00 7D E0 
7042,3.394 590 850,"SysTick","ISR Enter","Runs for 4.900 us",339459085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,30081,5,04 1A 14 11 54 
7043,3.394 595 750,"SysTick","ISR Exit","Returns to Idle",339459575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,30086,3,6F 67 67 
7044,3.395 590 850,"SysTick","ISR Enter","Runs for 4.900 us",339559085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,30089,5,6C 69 6E 67 20 
7045,3.395 595 750,"SysTick","ISR Exit","Returns to Idle",339559575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,30094,3,62 6C 75 
7046,3.396 590 850,"SysTick","ISR Enter","Runs for 4.900 us",339659085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,30097,5,65 20 4C 45 44 
7047,3.396 595 750,"SysTick","ISR Exit","Returns to Idle",339659575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,30102,3,00 00 D2 
7048,3.397 590 850,"SysTick","ISR Enter","Runs for 4.900 us",339759085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,30105,5,10 11 EE 0D 02 
7049,3.397 595 750,"SysTick","ISR Exit","Returns to Idle",339759575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,30110,3,0F 9D D7 
7050,3.398 590 850,"SysTick","ISR Enter","Runs for 4.900 us",339859085,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,30113,5,05 03 EA 03 02 
7051,3.398 595 750,"SysTick","ISR Exit","Returns to Idle",339859575,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,30118,3,0F B6 89 
