sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
2189,1.043 589 560,"SysTick","ISR Enter","Runs for 5.000 us",104358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9517,5,03 EC 03 02 0F 
2190,1.043 594 560,"SysTick","ISR Exit","Returns to Idle",104359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9522,3,B4 89 06 
2191,1.044 589 560,"SysTick","ISR Enter","Runs for 5.000 us",104458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9525,5,03 EC 03 02 0F 
2192,1.044 594 560,"SysTick","ISR Exit","Returns to Idle",104459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9530,3,B4 89 06 
2193,1.045 589 560,"SysTick","ISR Enter","Runs for 5.000 us",104558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9533,5,03 EC 03 02 0F 
2194,1.045 594 560,"SysTick","ISR Exit","Returns to Idle",104559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9538,3,B4 89 06 
2195,1.046 589 560,"SysTick","ISR Enter","Runs for 5.000 us",104658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9541,5,03 EC 03 02 0F 
2196,1.046 594 560,"SysTick","ISR Exit","Returns to Idle",104659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9546,3,B4 89 06 
2197,1.047 589 560,"SysTick","ISR Enter","Runs for 5.000 us",104758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9549,5,03 EC 03 02 0F 
2198,1.047 594 560,"SysTick","ISR Exit","Returns to Idle",104759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9554,3,B4 89 06 
2199,1.048 589 560,"SysTick","ISR Enter","Runs for 5.000 us",104858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9557,5,03 EC 03 02 0F 
2200,1.048 594 560,"SysTick","ISR Exit","Returns to Idle",104859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9562,3,B4 89 06 
2201,1.049 589 560,"SysTick","ISR Enter","Runs for 5.000 us",104958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9565,5,03 EC 03 02 0F 
2202,1.049 594 560,"SysTick","ISR Exit","Returns to Idle",104959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9570,3,B4 89 06 
2203,1.050 589 560,"SysTick","ISR Enter","Runs for 5.000 us",105058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9573,5,03 EC 03 02 0F 
2204,1.050 594 560,"SysTick","ISR Exit","Returns to Idle",105059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9578,3,B4 89 06 
2205,1.051 589 560,"SysTick","ISR Enter","Runs for 5.000 us",105158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9581,5,03 EC 03 02 0F 
2206,1.051 594 560,"SysTick","ISR Exit","Returns to Idle",105159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9586,3,B4 89 06 
2207,1.052 589 560,"SysTick","ISR Enter","Runs for 5.000 us",105258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9589,5,03 EC 03 02 0F 
2208,1.052 594 560,"SysTick","ISR Exit","Returns to Idle",105259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9594,3,B4 89 06 
2209,1.053 589 560,"SysTick","ISR Enter","Runs for 5.000 us",105358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9597,5,03 EC 03 02 0F 
2210,1.053 594 560,"SysTick","ISR Exit","Returns to Idle",105359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9602,3,B4 89 06 
2211,1.054 589 560,"SysTick","ISR Enter","Runs for 5.000 us",105458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9605,5,03 EC 03 02 0F 
2212,1.054 594 560,"SysTick","ISR Exit","Returns to Idle",105459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9610,3,B4 89 06 
2213,1.055 589 560,"SysTick","ISR Enter","Runs for 5.000 us",105558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9613,5,03 EC 03 02 0F 
2214,1.055 594 560,"SysTick","ISR Exit","Returns to Idle",105559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9618,3,B4 89 06 
2215,1.056 589 560,"SysTick","ISR Enter","Runs for 5.000 us",105658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9621,5,03 EC 03 02 0F 
2216,1.056 594 560,"SysTick","ISR Exit","Returns to Idle",105659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9626,3,B4 89 06 
2217,1.057 589 560,"SysTick","ISR Enter","Runs for 5.000 us",105758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9629,5,03 EC 03 02 0F 
2218,1.057 594 560,"SysTick","ISR Exit","Returns to Idle",105759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9634,3,B4 89 06 
2219,1.058 589 560,"SysTick","ISR Enter","Runs for 5.000 us",105858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9637,5,03 EC 03 02 0F 
2220,1.058 594 560,"SysTick","ISR Exit","Returns to Idle",105859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9642,3,B4 89 06 
2221,1.059 589 560,"SysTick","ISR Enter","Runs for 5.000 us",105958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9645,5,03 EC 03 02 0F 
2222,1.059 594 560,"SysTick","ISR Exit","Returns to Idle",105959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9650,3,B4 89 06 
2223,1.060 589 560,"SysTick","ISR Enter","Runs for 5.000 us",106058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9653,5,03 EC 03 02 0F 
2224,1.060 594 560,"SysTick","ISR Exit","Returns to Idle",106059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9658,3,B4 89 06 
2225,1.061 589 560,"SysTick","ISR Enter","Runs for 5.000 us",106158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9661,5,03 EC 03 02 0F 
2226,1.061 594 560,"SysTick","ISR Exit","Returns to Idle",106159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9666,3,B4 89 06 
2227,1.062 589 560,"SysTick","ISR Enter","Runs for 5.000 us",106258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9669,5,03 EC 03 02 0F 
2228,1.062 594 560,"SysTick","ISR Exit","Returns to Idle",106259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9674,3,B4 89 06 
2229,1.063 589 560,"SysTick","ISR Enter","Runs for 5.000 us",106358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9677,5,03 EC 03 02 0F 
2230,1.063 594 560,"SysTick","ISR Exit","Returns to Idle",106359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9682,3,B4 89 06 
2231,1.064 589 560,"SysTick","ISR Enter","Runs for 5.000 us",106458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9685,5,03 EC 03 02 0F 
2232,1.064 594 560,"SysTick","ISR Exit","Returns to Idle",106459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9690,3,B4 89 06 
2233,1.065 589 560,"SysTick","ISR Enter","Runs for 5.000 us",106558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9693,5,03 EC 03 02 0F 
2234,1.065 594 560,"SysTick","ISR Exit","Returns to Idle",106559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9698,3,B4 89 06 
2235,1.066 589 560,"SysTick","ISR Enter","Runs for 5.000 us",106658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9701,5,03 EC 03 02 0F 
2236,1.066 594 560,"SysTick","ISR Exit","Returns to Idle",106659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9706,3,B4 89 06 
2237,1.067 589 560,"SysTick","ISR Enter","Runs for 5.000 us",106758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9709,5,03 EC 03 02 0F 
2238,1.067 594 560,"SysTick","ISR Exit","Returns to Idle",106759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9714,3,B4 89 06 
2239,1.068 589 560,"SysTick","ISR Enter","Runs for 5.000 us",106858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9717,5,03 EC 03 02 0F 
2240,1.068 594 560,"SysTick","ISR Exit","Returns to Idle",106859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9722,3,B4 89 06 
2241,1.069 589 560,"SysTick","ISR Enter","Runs for 5.000 us",106958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9725,5,03 EC 03 02 0F 
2242,1.069 594 560,"SysTick","ISR Exit","Returns to Idle",106959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9730,3,B4 89 06 
2243,1.070 589 560,"SysTick","ISR Enter","Runs for 5.000 us",107058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9733,5,03 EC 03 02 0F 
2244,1.070 594 560,"SysTick","ISR Exit","Returns to Idle",107059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9738,3,B4 89 06 
2245,1.071 589 560,"SysTick","ISR Enter","Runs for 5.000 us",107158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9741,5,03 EC 03 02 0F 
2246,1.071 594 560,"SysTick","ISR Exit","Returns to Idle",107159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9746,3,B4 89 06 
2247,1.072 589 560,"SysTick","ISR Enter","Runs for 5.000 us",107258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9749,5,03 EC 03 02 0F 
2248,1.072 594 560,"SysTick","ISR Exit","Returns to Idle",107259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9754,3,B4 89 06 
2249,1.073 589 560,"SysTick","ISR Enter","Runs for 5.000 us",107358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9757,5,03 EC 03 02 0F 
2250,1.073 594 560,"SysTick","ISR Exit","Returns to Idle",107359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9762,3,B4 89 06 
2251,1.074 589 560,"SysTick","ISR Enter","Runs for 5.000 us",107458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9765,5,03 EC 03 02 0F 
2252,1.074 594 560,"SysTick","ISR Exit","Returns to Idle",107459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9770,3,B4 89 06 
2253,1.075 589 560,"SysTick","ISR Enter","Runs for 5.000 us",107558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9773,5,03 EC 03 02 0F 
2254,1.075 594 560,"SysTick","ISR Exit","Returns to Idle",107559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9778,3,B4 89 06 
2255,1.076 589 560,"SysTick","ISR Enter","Runs for 5.000 us",107658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9781,5,03 EC 03 02 0F 
2256,1.076 594 560,"SysTick","ISR Exit","Returns to Idle",107659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9786,3,B4 89 06 
2257,1.077 589 560,"SysTick","ISR Enter","Runs for 5.000 us",107758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9789,5,03 EC 03 02 0F 
2258,1.077 594 560,"SysTick","ISR Exit","Returns to Idle",107759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9794,3,B4 89 06 
2259,1.078 589 560,"SysTick","ISR Enter","Runs for 5.000 us",107858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9797,5,03 EC 03 02 0F 
2260,1.078 594 560,"SysTick","ISR Exit","Returns to Idle",107859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9802,3,B4 89 06 
2261,1.079 589 560,"SysTick","ISR Enter","Runs for 5.000 us",107958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9805,5,03 EC 03 02 0F 
2262,1.079 594 560,"SysTick","ISR Exit","Returns to Idle",107959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9810,3,B4 89 06 
2263,1.080 589 560,"SysTick","ISR Enter","Runs for 5.000 us",108058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9813,5,03 EC 03 02 0F 
2264,1.080 594 560,"SysTick","ISR Exit","Returns to Idle",108059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9818,3,B4 89 06 
2265,1.081 589 560,"SysTick","ISR Enter","Runs for 5.000 us",108158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9821,5,03 EC 03 02 0F 
2266,1.081 594 560,"SysTick","ISR Exit","Returns to Idle",108159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9826,3,B4 89 06 
2267,1.082 589 560,"SysTick","ISR Enter","Runs for 5.000 us",108258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9829,5,03 EC 03 02 0F 
2268,1.082 594 560,"SysTick","ISR Exit","Returns to Idle",108259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9834,3,B4 89 06 
2269,1.083 589 560,"SysTick","ISR Enter","Runs for 5.000 us",108358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9837,5,03 EC 03 02 0F 
2270,1.083 594 560,"SysTick","ISR Exit","Returns to Idle",108359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9842,3,B4 89 06 
2271,1.084 589 560,"SysTick","ISR Enter","Runs for 5.000 us",108458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9845,5,03 EC 03 02 0F 
2272,1.084 594 560,"SysTick","ISR Exit","Returns to Idle",108459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9850,3,B4 89 06 
2273,1.085 589 560,"SysTick","ISR Enter","Runs for 5.000 us",108558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9853,5,03 EC 03 02 0F 
2274,1.085 594 560,"SysTick","ISR Exit","Returns to Idle",108559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9858,3,B4 89 06 
2275,1.086 589 560,"SysTick","ISR Enter","Runs for 5.000 us",108658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9861,5,03 EC 03 02 0F 
2276,1.086 594 560,"SysTick","ISR Exit","Returns to Idle",108659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9866,3,B4 89 06 
2277,1.087 589 560,"SysTick","ISR Enter","Runs for 5.000 us",108758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9869,5,03 EC 03 02 0F 
2278,1.087 594 560,"SysTick","ISR Exit","Returns to Idle",108759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9874,3,B4 89 06 
2279,1.088 589 560,"SysTick","ISR Enter","Runs for 5.000 us",108858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9877,5,03 EC 03 02 0F 
2280,1.088 594 560,"SysTick","ISR Exit","Returns to Idle",108859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9882,3,B4 89 06 
2281,1.089 589 560,"SysTick","ISR Enter","Runs for 5.000 us",108958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9885,5,03 EC 03 02 0F 
2282,1.089 594 560,"SysTick","ISR Exit","Returns to Idle",108959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9890,3,B4 89 06 
2283,1.090 589 560,"SysTick","ISR Enter","Runs for 5.000 us",109058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9893,5,03 EC 03 02 0F 
2284,1.090 594 560,"SysTick","ISR Exit","Returns to Idle",109059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9898,3,B4 89 06 
2285,1.091 589 560,"SysTick","ISR Enter","Runs for 5.000 us",109158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9901,5,03 EC 03 02 0F 
2286,1.091 594 560,"SysTick","ISR Exit","Returns to Idle",109159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9906,3,B4 89 06 
2287,1.092 589 560,"SysTick","ISR Enter","Runs for 5.000 us",109258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9909,5,03 EC 03 02 0F 
2288,1.092 594 560,"SysTick","ISR Exit","Returns to Idle",109259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9914,3,B4 89 06 
2289,1.093 589 560,"SysTick","ISR Enter","Runs for 5.000 us",109358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9917,5,03 EC 03 02 0F 
2290,1.093 594 560,"SysTick","ISR Exit","Returns to Idle",109359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9922,3,B4 89 06 
2291,1.094 589 560,"SysTick","ISR Enter","Runs for 5.000 us",109458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9925,5,03 EC 03 02 0F 
2292,1.094 594 560,"SysTick","ISR Exit","Returns to Idle",109459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9930,3,B4 89 06 
2293,1.095 589 560,"SysTick","ISR Enter","Runs for 5.000 us",109558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9933,5,03 EC 03 02 0F 
2294,1.095 594 560,"SysTick","ISR Exit","Returns to Idle",109559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9938,3,B4 89 06 
2295,1.096 589 560,"SysTick","ISR Enter","Runs for 5.000 us",109658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9941,5,03 EC 03 02 0F 
2296,1.096 594 560,"SysTick","ISR Exit","Returns to Idle",109659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9946,3,B4 89 06 
2297,1.097 589 560,"SysTick","ISR Enter","Runs for 5.000 us",109758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9949,5,03 EC 03 02 0F 
2298,1.097 594 560,"SysTick","ISR Exit","Returns to Idle",109759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9954,3,B4 89 06 
2299,1.098 589 560,"SysTick","ISR Enter","Runs for 5.000 us",109858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9957,5,03 EC 03 02 0F 
2300,1.098 594 560,"SysTick","ISR Exit","Returns to Idle",109859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9962,3,B4 89 06 
2301,1.099 589 560,"SysTick","ISR Enter","Runs for 5.000 us",109958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9965,5,03 EC 03 02 0F 
2302,1.099 594 560,"SysTick","ISR Exit","Returns to Idle",109959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9970,3,B4 89 06 
2303,1.100 589 560,"SysTick","ISR Enter","Runs for 5.000 us",110058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9973,5,03 EC 03 02 0F 
2304,1.100 594 560,"SysTick","ISR Exit","Returns to Idle",110059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9978,3,B4 89 06 
2305,1.101 589 560,"SysTick","ISR Enter","Runs for 5.000 us",110158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9981,5,03 EC 03 02 0F 
2306,1.101 594 560,"SysTick","ISR Exit","Returns to Idle",110159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9986,3,B4 89 06 
2307,1.102 589 560,"SysTick","ISR Enter","Runs for 5.000 us",110258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9989,5,03 EC 03 02 0F 
2308,1.102 594 560,"SysTick","ISR Exit","Returns to Idle",110259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,9994,3,B4 89 06 
2309,1.103 589 560,"SysTick","ISR Enter","Runs for 5.000 us",110358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,9997,5,03 EC 03 02 0F 
2310,1.103 594 560,"SysTick","ISR Exit","Returns to Idle",110359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10002,3,B4 89 06 
2311,1.104 589 560,"SysTick","ISR Enter","Runs for 5.000 us",110458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10005,5,03 EC 03 02 0F 
2312,1.104 594 560,"SysTick","ISR Exit","Returns to Idle",110459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10010,3,B4 89 06 
2313,1.105 589 560,"SysTick","ISR Enter","Runs for 5.000 us",110558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10013,5,03 EC 03 02 0F 
2314,1.105 594 560,"SysTick","ISR Exit","Returns to Idle",110559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10018,3,B4 89 06 
2315,1.106 589 560,"SysTick","ISR Enter","Runs for 5.000 us",110658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10021,5,03 EC 03 02 0F 
2316,1.106 594 560,"SysTick","ISR Exit","Returns to Idle",110659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10026,3,B4 89 06 
2317,1.107 589 560,"SysTick","ISR Enter","Runs for 5.000 us",110758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10029,5,03 EC 03 02 0F 
2318,1.107 594 560,"SysTick","ISR Exit","Returns to Idle",110759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10034,3,B4 89 06 
2319,1.108 589 560,"SysTick","ISR Enter","Runs for 5.000 us",110858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10037,5,03 EC 03 02 0F 
2320,1.108 594 560,"SysTick","ISR Exit","Returns to Idle",110859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10042,3,B4 89 06 
2321,1.109 589 560,"SysTick","ISR Enter","Runs for 5.000 us",110958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10045,5,03 EC 03 02 0F 
2322,1.109 594 560,"SysTick","ISR Exit","Returns to Idle",110959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10050,3,B4 89 06 
2323,1.110 589 560,"SysTick","ISR Enter","Runs for 5.000 us",111058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10053,5,03 EC 03 02 0F 
2324,1.110 594 560,"SysTick","ISR Exit","Returns to Idle",111059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10058,3,B4 89 06 
2325,1.111 589 560,"SysTick","ISR Enter","Runs for 5.000 us",111158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10061,5,03 EC 03 02 0F 
2326,1.111 594 560,"SysTick","ISR Exit","Returns to Idle",111159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10066,3,B4 89 06 
2327,1.112 589 560,"SysTick","ISR Enter","Runs for 5.000 us",111258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10069,5,03 EC 03 02 0F 
2328,1.112 594 560,"SysTick","ISR Exit","Returns to Idle",111259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10074,3,B4 89 06 
2329,1.113 589 560,"SysTick","ISR Enter","Runs for 5.000 us",111358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10077,5,03 EC 03 02 0F 
2330,1.113 594 560,"SysTick","ISR Exit","Returns to Idle",111359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10082,3,B4 89 06 
2331,1.114 589 560,"SysTick","ISR Enter","Runs for 5.000 us",111458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10085,5,03 EC 03 02 0F 
2332,1.114 594 560,"SysTick","ISR Exit","Returns to Idle",111459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10090,3,B4 89 06 
2333,1.115 589 560,"SysTick","ISR Enter","Runs for 5.000 us",111558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10093,5,03 EC 03 02 0F 
2334,1.115 594 560,"SysTick","ISR Exit","Returns to Idle",111559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10098,3,B4 89 06 
2335,1.116 589 560,"SysTick","ISR Enter","Runs for 5.000 us",111658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10101,5,03 EC 03 02 0F 
2336,1.116 594 560,"SysTick","ISR Exit","Returns to Idle",111659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10106,3,B4 89 06 
2337,1.117 589 560,"SysTick","ISR Enter","Runs for 5.000 us",111758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10109,5,03 EC 03 02 0F 
2338,1.117 594 560,"SysTick","ISR Exit","Returns to Idle",111759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10114,3,B4 89 06 
2339,1.118 589 560,"SysTick","ISR Enter","Runs for 5.000 us",111858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10117,5,03 EC 03 02 0F 
2340,1.118 594 560,"SysTick","ISR Exit","Returns to Idle",111859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10122,3,B4 89 06 
2341,1.119 589 560,"SysTick","ISR Enter","Runs for 5.000 us",111958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10125,5,03 EC 03 02 0F 
2342,1.119 594 560,"SysTick","ISR Exit","Returns to Idle",111959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10130,3,B4 89 06 
2343,1.120 589 560,"SysTick","ISR Enter","Runs for 5.000 us",112058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10133,5,03 EC 03 02 0F 
2344,1.120 594 560,"SysTick","ISR Exit","Returns to Idle",112059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10138,3,B4 89 06 
2345,1.121 589 560,"SysTick","ISR Enter","Runs for 5.000 us",112158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10141,5,03 EC 03 02 0F 
2346,1.121 594 560,"SysTick","ISR Exit","Returns to Idle",112159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10146,3,B4 89 06 
2347,1.122 589 560,"SysTick","ISR Enter","Runs for 5.000 us",112258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10149,5,03 EC 03 02 0F 
2348,1.122 594 560,"SysTick","ISR Exit","Returns to Idle",112259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10154,3,B4 89 06 
2349,1.123 589 560,"SysTick","ISR Enter","Runs for 5.000 us",112358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10157,5,03 EC 03 02 0F 
2350,1.123 594 560,"SysTick","ISR Exit","Returns to Idle",112359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10162,3,B4 89 06 
2351,1.124 589 560,"SysTick","ISR Enter","Runs for 5.000 us",112458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10165,5,03 EC 03 02 0F 
2352,1.124 594 560,"SysTick","ISR Exit","Returns to Idle",112459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,10170,3,B4 89 06 
2353,1.125 589 560,"SysTick","ISR Enter","Runs for 11.980 us",112558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,10173,5,03 EC 03 02 0F 
2354,1.125 596 020,"SysTick","Task Ready","led_blue, runs after 15.080 us",112559602,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,10178,8,B4 89 06 03 EC 03 02 0F 
2355,1.125 601 540,"SysTick","ISR Exit","Returns to Scheduler",112560154,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,10186,3,B4 89 06 
2356,1.125 611 100,"led_blue","Task Run","Runs for 47.910 us",112561110,0x0000000400000000,0x0000000810000F48,0x0000000810000F48,4,10189,8,03 EC 03 02 0F B4 89 06 
2357,1.125 635 200,"led_blue","Log","Toggling blue LED",112563520,0x0000000810000F48,0x0000000810000F48,0x0000000810000F48,26,10197,24,03 EC 03 02 0F B4 89 06 03 EC 03 02 0F B4 89 06 03 EC 03 02 0F B4 89 06 
