sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
0,0.000 000 000,"Idle","Start","",0,0x0000000000000000,0x0000000000000000,0x0000000000000000,10,10,3,6F 6E 20 
1,0.000 006 660,"Idle","Init","Cycle Freq.: 100000000, CPU Freq.: 100000000, ID Base: 0x10000000, ID Shift: 0",666,0x0000000000000000,0x0000000000000000,0x0000000000000000,24,13,18,20 20 20 20 53 45 47 47 45 52 20 53 79 73 74 65 6D 56 
2,0.000 029 490,"Idle","System Description","N=FreeRTOS 01_task Application,D=Cortex-M4 STM32F411 DISCO,O=FreeRTOS",2949,0x0000000000000000,0x0000000000000000,0x0000000000000000,14,31,73,69 65 77 20 56 33 2E 35 32 61 0D 0A 3B 20 52 65 63 6F 72 64 54 69 6D 65 20 20 32 38 20 41 75 67 20 32 30 32 33 20 31 33 3A 34 37 3A 34 37 0D 0A 3B 20 41 75 74 68 6F 72 20 20 20 20 20 20 68 6F 61 6E 67 0D 0A 3B 20 54 69 
3,0.000 039 730,"Idle","System Description","I#15=SysTick",3973,0x0000000000000000,0x0000000000000000,0x0000000000000000,14,104,16,74 6C 65 20 20 20 20 20 20 20 30 34 5F 66 72 65 
4,0.000 046 290,"Idle","System Time (us)","0 us",4629,0x0000000000000000,0x0000000000000000,0x0000000000000000,13,120,5,65 72 74 6F 73 
5,0.000 051 350,"Idle","Num Modules","Registered Modules: 0",5135,0x0000000000000000,0x0000000000000000,0x0000000000000000,27,125,5,5F 6C 65 64 5F 
6,0.000 146 360,"Idle","Task Create","led_green (0x10000480)",14636,0x0000000000000000,0x0000000000000000,0x0000000000000000,8,130,8,76 54 61 73 6B 44 65 6C 
7,0.000 158 380,"Idle","Task Info","led_green (0x10000480): Priority=2",15838,0x0000000000000000,0x0000000000000000,0x0000000000000000,9,138,19,61 79 55 6E 74 69 6C 0D 0A 3B 20 44 65 73 63 72 69 70 74 
8,0.000 164 790,"Idle","Stack Info","led_green (0x10000480): 724 @ 0x20000150",16479,0x0000000000000000,0x0000000000000000,0x0000000000000000,21,157,16,69 6F 6E 20 0D 0A 3B 0D 0A 00 00 00 00 00 00 00 
9,0.000 170 110,"Idle","Task Ready","led_green, runs after 459.370 us",17011,0x0000000000000000,0x0000000000000000,0x0000000000000000,6,173,8,00 00 00 0A 82 03 18 0E 
10,0.000 257 880,"Idle","Task Create","led_orang (0x10000818)",25788,0x0000000000000000,0x0000000000000000,0x0000000000000000,8,181,8,80 C2 D7 2F 80 C2 D7 2F 
11,0.000 269 870,"Idle","Task Info","led_orang (0x10000818): Priority=2",26987,0x0000000000000000,0x0000000000000000,0x0000000000000000,9,189,19,80 80 80 80 01 00 9A 05 0E 45 4E 3D 46 72 65 65 52 54 4F 
12,0.000 276 290,"Idle","Stack Info","led_orang (0x10000818): 724 @ 0x200004E8",27629,0x0000000000000000,0x0000000000000000,0x0000000000000000,21,208,16,53 20 30 31 5F 74 61 73 6B 20 41 70 70 6C 69 63 
13,0.000 281 610,"Idle","Task Ready","led_orang, runs after 392.700 us",28161,0x0000000000000000,0x0000000000000000,0x0000000000000000,6,224,8,61 74 69 6F 6E 2C 44 3D 
14,0.000 368 560,"Idle","Task Create","led_red (0x10000BB0)",36856,0x0000000000000000,0x0000000000000000,0x0000000000000000,8,232,8,43 6F 72 74 65 78 2D 4D 
15,0.000 380 070,"Idle","Task Info","led_red (0x10000BB0): Priority=2",38007,0x0000000000000000,0x0000000000000000,0x0000000000000000,9,240,17,34 20 53 54 4D 33 32 46 34 31 31 20 44 49 53 43 4F 
16,0.000 386 390,"Idle","Stack Info","led_red (0x10000BB0): 724 @ 0x20000880",38639,0x0000000000000000,0x0000000000000000,0x0000000000000000,21,257,16,2C 4F 3D 46 72 65 65 52 54 4F 53 EB 11 0E 0C 49 
17,0.000 391 710,"Idle","Task Ready","led_red, runs after 330.300 us",39171,0x0000000000000000,0x0000000000000000,0x0000000000000000,6,273,8,23 31 35 3D 53 79 73 54 
18,0.000 479 000,"Idle","Task Create","led_blue (0x10000F48)",47900,0x0000000000000000,0x0000000000000000,0x0000000000000000,8,281,8,69 63 6B 80 08 0D 00 00 
19,0.000 490 750,"Idle","Task Info","led_blue (0x10000F48): Priority=2",49075,0x0000000000000000,0x0000000000000000,0x0000000000000000,9,289,18,92 05 1B 01 00 FA 03 08 80 89 80 80 01 F9 49 09 80 89 
20,0.000 497 110,"Idle","Stack Info","led_blue (0x10000F48): 724 @ 0x20000C18",49711,0x0000000000000000,0x0000000000000000,0x0000000000000000,21,307,16,80 80 01 02 09 6C 65 64 5F 67 72 65 65 6E AF 09 
21,0.000 502 430,"Idle","Task Ready","led_blue, runs after 80.180 us",50243,0x0000000000000000,0x0000000000000000,0x0000000000000000,6,323,8,15 80 89 80 80 01 D0 82 
22,0.000 568 870,"Idle","Task Create","Task 0x100011C8 (0x100011C8)",56887,0x0000000000000000,0x0000000000000000,0x0000000000000000,8,331,8,80 80 02 D4 05 00 82 05 
23,0.000 575 550,"Idle","Task Ready","Task 0x100011C8",57555,0x0000000000000000,0x0000000000000000,0x0000000000000000,6,339,8,06 80 89 80 80 01 95 04 
24,0.000 582 610,"led_blue","Task Run","Runs for 46.870 us",58261,0x0000000000000000,0x0000000810000F48,0x0000000810000F48,4,347,8,08 98 90 80 80 01 BB 44 
25,0.000 608 920,"led_blue","Log","Toggling blue LED",60892,0x0000000810000F48,0x0000000810000F48,0x0000000810000F48,26,355,24,09 98 90 80 80 01 02 09 6C 65 64 5F 6F 72 61 6E 67 AB 09 15 98 90 80 80 
26,0.000 618 490,"led_blue","vTaskDelayUntil","",61849,0x0000000810000F48,0x0000000810000F48,0x0000000810000F48,36,379,4,01 E8 89 80 
27,0.000 629 480,"led_green","Task Run","Runs for 44.830 us",62948,0x0000000810000F48,0x0000000810000480,0x0000000810000480,4,383,8,80 02 D4 05 00 81 05 06 
28,0.000 651 590,"led_green","Log","Toggling green LED",65159,0x0000000810000480,0x0000000810000480,0x0000000810000480,26,391,25,98 90 80 80 01 95 04 08 B0 97 80 80 01 E9 43 09 B0 97 80 80 01 02 07 6C 65 
29,0.000 662 900,"led_green","vTaskDelayUntil","",66290,0x0000000810000480,0x0000000810000480,0x0000000810000480,36,416,4,64 5F 72 65 
30,0.000 674 310,"led_orang","Task Run","Runs for 47.700 us",67431,0x0000000810000480,0x0000000810000818,0x0000000810000818,4,420,8,64 FB 08 15 B0 97 80 80 
31,0.000 700 590,"led_orang","Log","Toggling orange LED",70059,0x0000000810000818,0x0000000810000818,0x0000000810000818,26,428,26,01 80 91 80 80 02 D4 05 00 F9 04 06 B0 97 80 80 01 95 04 08 C8 9E 80 80 01 8B 
32,0.000 710 580,"led_orang","vTaskDelayUntil","",71058,0x0000000810000818,0x0000000810000818,0x0000000810000818,36,454,4,44 09 C8 9E 
33,0.000 722 010,"led_red","Task Run","Runs for 47.130 us",72201,0x0000000810000818,0x0000000810000BB0,0x0000000810000BB0,4,458,8,80 80 01 02 08 6C 65 64 
34,0.000 745 720,"led_red","Log","Toggling red LED",74572,0x0000000810000BB0,0x0000000810000BB0,0x0000000810000BB0,26,466,23,5F 62 6C 75 65 93 09 15 C8 9E 80 80 01 98 98 80 80 02 D4 05 00 FB 04 
35,0.000 755 580,"led_red","vTaskDelayUntil","",75558,0x0000000810000BB0,0x0000000810000BB0,0x0000000810000BB0,36,489,4,06 C8 9E 80 
36,0.000 769 140,"Idle","System Idle","Idle for 124.832 ms",76914,0x0000000810000BB0,0x0000001000000000,0x0000001000000000,17,493,3,80 01 95 
37,0.001 589 560,"SysTick","ISR Enter","Runs for 5.000 us",158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,496,5,04 08 C8 A3 80 
38,0.001 594 560,"SysTick","ISR Exit","Returns to Idle",159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,501,3,80 01 EA 
39,0.002 589 560,"SysTick","ISR Enter","Runs for 5.000 us",258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,504,5,33 06 C8 A3 80 
40,0.002 594 560,"SysTick","ISR Exit","Returns to Idle",259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,509,3,80 01 9B 
41,0.003 589 560,"SysTick","ISR Enter","Runs for 5.000 us",358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,512,5,05 04 C8 9E 80 
42,0.003 594 560,"SysTick","ISR Exit","Returns to Idle",359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,517,3,80 01 CC 
43,0.004 592 120,"SysTick","ISR Enter","Runs for 5.000 us",459212,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,520,5,05 1A 14 11 54 
44,0.004 597 120,"SysTick","ISR Exit","Returns to Idle",459712,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,525,3,6F 67 67 
45,0.005 590 520,"SysTick","ISR Enter","Runs for 5.000 us",559052,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,528,5,6C 69 6E 67 20 
46,0.005 595 520,"SysTick","ISR Exit","Returns to Idle",559552,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,533,3,62 6C 75 
47,0.006 589 560,"SysTick","ISR Enter","Runs for 5.000 us",658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,536,5,65 20 4C 45 44 
48,0.006 594 560,"SysTick","ISR Exit","Returns to Idle",659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,541,3,00 00 B1 
49,0.007 589 560,"SysTick","ISR Enter","Runs for 5.000 us",758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,544,5,15 23 01 7D 93 
50,0.007 594 560,"SysTick","ISR Exit","Returns to Idle",759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,549,3,06 04 80 
51,0.008 589 560,"SysTick","ISR Enter","Runs for 5.000 us",858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,552,5,89 80 80 01 CD 
52,0.008 594 560,"SysTick","ISR Exit","Returns to Idle",859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,557,3,08 1A 15 
53,0.009 589 560,"SysTick","ISR Enter","Runs for 5.000 us",958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,560,5,12 54 6F 67 67 
54,0.009 594 560,"SysTick","ISR Exit","Returns to Idle",959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,565,3,6C 69 6E 
55,0.010 589 560,"SysTick","ISR Enter","Runs for 5.000 us",1058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,568,5,67 20 67 72 65 
56,0.010 594 560,"SysTick","ISR Exit","Returns to Idle",1059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,573,3,65 6E 20 
57,0.011 589 560,"SysTick","ISR Enter","Runs for 5.000 us",1158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,576,5,4C 45 44 00 00 
58,0.011 594 560,"SysTick","ISR Exit","Returns to Idle",1159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,581,3,AC 12 23 
59,0.012 589 560,"SysTick","ISR Enter","Runs for 5.000 us",1258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,584,5,02 E8 07 C0 07 
60,0.012 594 560,"SysTick","ISR Exit","Returns to Idle",1259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,589,3,04 98 90 
61,0.013 589 560,"SysTick","ISR Enter","Runs for 5.000 us",1358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,592,5,80 80 01 FF 08 
62,0.013 594 560,"SysTick","ISR Exit","Returns to Idle",1359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,597,3,1A 16 13 
63,0.014 589 560,"SysTick","ISR Enter","Runs for 5.000 us",1458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,600,5,54 6F 67 67 6C 
64,0.014 594 560,"SysTick","ISR Exit","Returns to Idle",1459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,605,3,69 6E 67 
65,0.015 589 560,"SysTick","ISR Enter","Runs for 5.000 us",1558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,608,5,20 6F 72 61 6E 
66,0.015 594 560,"SysTick","ISR Exit","Returns to Idle",1559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,613,3,67 65 20 
67,0.016 589 560,"SysTick","ISR Enter","Runs for 5.000 us",1658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,616,5,4C 45 44 00 00 
68,0.016 594 560,"SysTick","ISR Exit","Returns to Idle",1659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,621,3,B3 14 23 
69,0.017 589 560,"SysTick","ISR Enter","Runs for 5.000 us",1758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,624,5,02 F4 03 DA 07 
70,0.017 594 560,"SysTick","ISR Exit","Returns to Idle",1759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,629,3,04 B0 97 
71,0.018 589 560,"SysTick","ISR Enter","Runs for 5.000 us",1858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,632,5,80 80 01 C7 0B 
72,0.018 594 560,"SysTick","ISR Exit","Returns to Idle",1859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,637,3,1A 13 10 
73,0.019 589 560,"SysTick","ISR Enter","Runs for 5.000 us",1958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,640,5,54 6F 67 67 6C 
74,0.019 594 560,"SysTick","ISR Exit","Returns to Idle",1959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,645,3,69 6E 67 
75,0.020 589 560,"SysTick","ISR Enter","Runs for 5.000 us",2058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,648,5,20 72 65 64 20 
76,0.020 594 560,"SysTick","ISR Exit","Returns to Idle",2059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,653,3,4C 45 44 
77,0.021 589 560,"SysTick","ISR Enter","Runs for 5.000 us",2158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,656,5,00 00 EF 0F 23 
78,0.021 594 560,"SysTick","ISR Exit","Returns to Idle",2159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,661,3,02 FA 01 
79,0.022 589 560,"SysTick","ISR Enter","Runs for 5.000 us",2258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,664,5,C3 07 11 D4 0A 
80,0.022 594 560,"SysTick","ISR Exit","Returns to Idle",2259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,669,3,02 0F 81 
81,0.023 589 560,"SysTick","ISR Enter","Runs for 5.000 us",2358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,672,5,82 05 03 EC 03 
82,0.023 594 560,"SysTick","ISR Exit","Returns to Idle",2359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,677,3,02 0F AE 
83,0.024 589 560,"SysTick","ISR Enter","Runs for 5.000 us",2458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,680,5,8B 06 03 EC 03 
84,0.024 594 560,"SysTick","ISR Exit","Returns to Idle",2459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,685,3,02 0F 94 
85,0.025 589 560,"SysTick","ISR Enter","Runs for 5.000 us",2558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,688,5,88 06 03 EC 03 
86,0.025 594 560,"SysTick","ISR Exit","Returns to Idle",2559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,693,3,02 0F DA 
87,0.026 589 560,"SysTick","ISR Enter","Runs for 5.000 us",2658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,696,5,88 06 03 EC 03 
88,0.026 594 560,"SysTick","ISR Exit","Returns to Idle",2659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,701,3,02 0F B4 
89,0.027 589 560,"SysTick","ISR Enter","Runs for 5.000 us",2758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,704,5,89 06 03 EC 03 
90,0.027 594 560,"SysTick","ISR Exit","Returns to Idle",2759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,709,3,02 0F B4 
91,0.028 589 560,"SysTick","ISR Enter","Runs for 5.000 us",2858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,712,5,89 06 03 EC 03 
92,0.028 594 560,"SysTick","ISR Exit","Returns to Idle",2859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,717,3,02 0F B4 
93,0.029 589 560,"SysTick","ISR Enter","Runs for 5.000 us",2958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,720,5,89 06 03 EC 03 
94,0.029 594 560,"SysTick","ISR Exit","Returns to Idle",2959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,725,3,02 0F B4 
95,0.030 589 560,"SysTick","ISR Enter","Runs for 5.000 us",3058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,728,5,89 06 03 EC 03 
96,0.030 594 560,"SysTick","ISR Exit","Returns to Idle",3059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,733,3,02 0F B4 
97,0.031 589 560,"SysTick","ISR Enter","Runs for 5.000 us",3158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,736,5,89 06 03 EC 03 
98,0.031 594 560,"SysTick","ISR Exit","Returns to Idle",3159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,741,3,02 0F B4 
99,0.032 589 560,"SysTick","ISR Enter","Runs for 5.000 us",3258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,744,5,89 06 03 EC 03 
100,0.032 594 560,"SysTick","ISR Exit","Returns to Idle",3259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,749,3,02 0F B4 
101,0.033 589 560,"SysTick","ISR Enter","Runs for 5.000 us",3358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,752,5,89 06 03 EC 03 
102,0.033 594 560,"SysTick","ISR Exit","Returns to Idle",3359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,757,3,02 0F B4 
103,0.034 589 560,"SysTick","ISR Enter","Runs for 5.000 us",3458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,760,5,89 06 03 EC 03 
104,0.034 594 560,"SysTick","ISR Exit","Returns to Idle",3459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,765,3,02 0F B4 
105,0.035 589 560,"SysTick","ISR Enter","Runs for 5.000 us",3558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,768,5,89 06 03 EC 03 
106,0.035 594 560,"SysTick","ISR Exit","Returns to Idle",3559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,773,3,02 0F B4 
107,0.036 589 560,"SysTick","ISR Enter","Runs for 5.000 us",3658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,776,5,89 06 03 EC 03 
108,0.036 594 560,"SysTick","ISR Exit","Returns to Idle",3659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,781,3,02 0F B4 
109,0.037 589 560,"SysTick","ISR Enter","Runs for 5.000 us",3758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,784,5,89 06 03 EC 03 
110,0.037 594 560,"SysTick","ISR Exit","Returns to Idle",3759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,789,3,02 0F B4 
111,0.038 589 560,"SysTick","ISR Enter","Runs for 5.000 us",3858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,792,5,89 06 03 EC 03 
112,0.038 594 560,"SysTick","ISR Exit","Returns to Idle",3859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,797,3,02 0F B4 
113,0.039 589 560,"SysTick","ISR Enter","Runs for 5.000 us",3958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,800,5,89 06 03 EC 03 
114,0.039 594 560,"SysTick","ISR Exit","Returns to Idle",3959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,805,3,02 0F B4 
115,0.040 589 560,"SysTick","ISR Enter","Runs for 5.000 us",4058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,808,5,89 06 03 EC 03 
116,0.040 594 560,"SysTick","ISR Exit","Returns to Idle",4059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,813,3,02 0F B4 
117,0.041 589 560,"SysTick","ISR Enter","Runs for 5.000 us",4158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,816,5,89 06 03 EC 03 
118,0.041 594 560,"SysTick","ISR Exit","Returns to Idle",4159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,821,3,02 0F B4 
119,0.042 589 560,"SysTick","ISR Enter","Runs for 5.000 us",4258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,824,5,89 06 03 EC 03 
120,0.042 594 560,"SysTick","ISR Exit","Returns to Idle",4259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,829,3,02 0F B4 
121,0.043 589 560,"SysTick","ISR Enter","Runs for 5.000 us",4358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,832,5,89 06 03 EC 03 
122,0.043 594 560,"SysTick","ISR Exit","Returns to Idle",4359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,837,3,02 0F B4 
123,0.044 589 560,"SysTick","ISR Enter","Runs for 5.000 us",4458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,840,5,89 06 03 EC 03 
124,0.044 594 560,"SysTick","ISR Exit","Returns to Idle",4459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,845,3,02 0F B4 
125,0.045 589 560,"SysTick","ISR Enter","Runs for 5.000 us",4558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,848,5,89 06 03 EC 03 
126,0.045 594 560,"SysTick","ISR Exit","Returns to Idle",4559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,853,3,02 0F B4 
127,0.046 589 560,"SysTick","ISR Enter","Runs for 5.000 us",4658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,856,5,89 06 03 EC 03 
128,0.046 594 560,"SysTick","ISR Exit","Returns to Idle",4659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,861,3,02 0F B4 
129,0.047 589 560,"SysTick","ISR Enter","Runs for 5.000 us",4758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,864,5,89 06 03 EC 03 
130,0.047 594 560,"SysTick","ISR Exit","Returns to Idle",4759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,869,3,02 0F B4 
131,0.048 589 560,"SysTick","ISR Enter","Runs for 5.000 us",4858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,872,5,89 06 03 EC 03 
132,0.048 594 560,"SysTick","ISR Exit","Returns to Idle",4859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,877,3,02 0F B4 
133,0.049 589 560,"SysTick","ISR Enter","Runs for 5.000 us",4958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,880,5,89 06 03 EC 03 
134,0.049 594 560,"SysTick","ISR Exit","Returns to Idle",4959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,885,3,02 0F B4 
135,0.050 589 560,"SysTick","ISR Enter","Runs for 5.000 us",5058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,888,5,89 06 03 EC 03 
136,0.050 594 560,"SysTick","ISR Exit","Returns to Idle",5059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,893,3,02 0F B4 
137,0.051 589 560,"SysTick","ISR Enter","Runs for 5.000 us",5158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,896,5,89 06 03 EC 03 
138,0.051 594 560,"SysTick","ISR Exit","Returns to Idle",5159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,901,3,02 0F B4 
139,0.052 589 560,"SysTick","ISR Enter","Runs for 5.000 us",5258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,904,5,89 06 03 EC 03 
140,0.052 594 560,"SysTick","ISR Exit","Returns to Idle",5259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,909,3,02 0F B4 
141,0.053 589 560,"SysTick","ISR Enter","Runs for 5.000 us",5358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,912,5,89 06 03 EC 03 
142,0.053 594 560,"SysTick","ISR Exit","Returns to Idle",5359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,917,3,02 0F B4 
143,0.054 589 560,"SysTick","ISR Enter","Runs for 5.000 us",5458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,920,5,89 06 03 EC 03 
144,0.054 594 560,"SysTick","ISR Exit","Returns to Idle",5459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,925,3,02 0F B4 
145,0.055 589 560,"SysTick","ISR Enter","Runs for 5.000 us",5558956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,928,5,89 06 03 EC 03 
146,0.055 594 560,"SysTick","ISR Exit","Returns to Idle",5559456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,933,3,02 0F B4 
147,0.056 589 560,"SysTick","ISR Enter","Runs for 5.000 us",5658956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,936,5,89 06 03 EC 03 
148,0.056 594 560,"SysTick","ISR Exit","Returns to Idle",5659456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,941,3,02 0F B4 
149,0.057 589 560,"SysTick","ISR Enter","Runs for 5.000 us",5758956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,944,5,89 06 03 EC 03 
150,0.057 594 560,"SysTick","ISR Exit","Returns to Idle",5759456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,949,3,02 0F B4 
151,0.058 589 560,"SysTick","ISR Enter","Runs for 5.000 us",5858956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,952,5,89 06 03 EC 03 
152,0.058 594 560,"SysTick","ISR Exit","Returns to Idle",5859456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,957,3,02 0F B4 
153,0.059 589 560,"SysTick","ISR Enter","Runs for 5.000 us",5958956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,960,5,89 06 03 EC 03 
154,0.059 594 560,"SysTick","ISR Exit","Returns to Idle",5959456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,965,3,02 0F B4 
155,0.060 589 560,"SysTick","ISR Enter","Runs for 5.000 us",6058956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,968,5,89 06 03 EC 03 
156,0.060 594 560,"SysTick","ISR Exit","Returns to Idle",6059456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,973,3,02 0F B4 
157,0.061 589 560,"SysTick","ISR Enter","Runs for 5.000 us",6158956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,976,5,89 06 03 EC 03 
158,0.061 594 560,"SysTick","ISR Exit","Returns to Idle",6159456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,981,3,02 0F B4 
159,0.062 589 560,"SysTick","ISR Enter","Runs for 5.000 us",6258956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,984,5,89 06 03 EC 03 
160,0.062 594 560,"SysTick","ISR Exit","Returns to Idle",6259456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,989,3,02 0F B4 
161,0.063 589 560,"SysTick","ISR Enter","Runs for 5.000 us",6358956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,992,5,89 06 03 EC 03 
162,0.063 594 560,"SysTick","ISR Exit","Returns to Idle",6359456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,997,3,02 0F B4 
163,0.064 589 560,"SysTick","ISR Enter","Runs for 5.000 us",6458956,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,1000,5,89 06 03 EC 03 
164,0.064 594 560,"SysTick","ISR Exit","Returns to Idle",6459456,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,1005,3,02 0F B4 
